z1,z2,z3
9013.0,11073.0,4822.0
11182.0,4244.0,10675.0
4741.0,11061.0,9658.0
10705.0,4436.0,11151.0
9001.0,11019.0,4880.0
4910.0,10694.0,9832.0
9119.0,10971.0,4883.0
9107.0,10917.0,4941.0
9230.0,10902.0,5011.0
9522.0,10845.0,5044.0
9510.0,10791.0,5102.0
9628.0,10743.0,5105.0
9253.0,10341.0,5114.0
10560.0,4594.0,10831.0
4971.0,10636.0,10212.0
10817.0,4475.0,10422.0
4996.0,9651.0,10532.0
10340.0,4667.0,10898.0
10938.0,4478.0,10388.0
11706.0,4518.0,9918.0
9241.0,10287.0,5172.0
10206.0,4776.0,10650.0
9359.0,10239.0,5175.0
11001.0,8713.0,5189.0
10204.0,4783.0,10682.0
10083.0,4786.0,11307.0
9718.0,5017.0,11054.0
11341.0,4749.0,9665.0
9677.0,5225.0,10851.0
9474.0,5251.0,10767.0
11462.0,4752.0,9631.0
4787.0,11248.0,9579.0
5321.0,9246.0,10289.0
11702.0,4798.0,9476.0
5018.0,10707.0,9545.0
5036.0,10850.0,9448.0
11547.0,4932.0,9425.0
9140.0,5398.0,6274.0
5080.0,10897.0,9396.0
11097.0,4983.0,9378.0
5102.0,11150.0,9374.0
12229.0,5013.0,9303.0
5117.0,11514.0,9235.0
11337.0,5029.0,9223.0
5446.0,8915.0,10428.0
5224.0,10326.0,9234.0
5231.0,10968.0,9214.0
11458.0,5032.0,9189.0
5239.0,11085.0,8755.0
11831.0,5064.0,9011.0
9003.0,5557.0,10700.0
12489.0,5189.0,9008.0
11543.0,5212.0,8983.0
8776.0,5646.0,10962.0
8937.0,11173.0,4981.0
12401.0,5234.0,8818.0
8925.0,11119.0,5039.0
8755.0,10583.0,5189.0
5694.0,8715.0,11467.0
11466.0,5295.0,8758.0
8773.0,5754.0,10698.0
8751.0,5764.0,10986.0
11587.0,5298.0,8724.0
8743.0,10529.0,5247.0
5257.0,11228.0,8658.0
8596.0,5783.0,10584.0
8679.0,10683.0,5348.0
11827.0,5344.0,8569.0
5745.0,8682.0,11091.0
10985.0,8711.0,5195.0
11230.0,8387.0,5256.0
5771.0,8510.0,10185.0
7769.0,7451.0,5398.0
5301.0,11275.0,8606.0
5514.0,11215.0,8560.0
8335.0,5786.0,11126.0
12530.0,5365.0,8428.0
5549.0,11132.0,8556.0
5564.0,10680.0,8512.0
5567.0,11275.0,8459.0
5820.0,8457.0,11234.0
5582.0,10823.0,8415.0
5913.0,8380.0,10771.0
5611.0,11322.0,8407.0
5624.0,11340.0,8123.0
11214.0,8385.0,5262.0
11262.0,8266.0,5357.0
5931.0,7923.0,7365.0
8294.0,5851.0,7621.0
8108.0,5875.0,11388.0
11246.0,8264.0,5363.0
5642.0,11483.0,8026.0
7928.0,6012.0,11010.0
5686.0,11530.0,7974.0
5843.0,11547.0,7955.0
7701.0,6101.0,11272.0
6017.0,7175.0,7608.0
7754.0,11562.0,5917.0
7741.0,11185.0,6156.0
7738.0,11040.0,6158.0
7727.0,11367.0,6215.0
7675.0,11106.0,6254.0
7636.0,6299.0,11266.0
7669.0,11538.0,6288.0
7565.0,11338.0,6317.0
7409.0,6388.0,11528.0
7494.0,11973.0,6332.0
6895.0,7391.0,6468.0
11537.0,7435.0,6073.0
11521.0,7433.0,6079.0
11849.0,7407.0,6102.0
7341.0,6474.0,6902.0
11833.0,7405.0,6108.0
11131.0,7363.0,6114.0
6130.0,7921.0,6763.0
