z1,z2,z3
7629.0,8873.0,4645.0
11020.0,4161.0,10999.0
5261.0,10253.0,10440.0
10645.0,4312.0,10839.0
11419.0,4188.0,10647.0
11457.0,4305.0,10583.0
10302.0,4364.0,11204.0
11044.0,4339.0,10487.0
11769.0,4339.0,10267.0
5286.0,10528.0,9866.0
9927.0,4515.0,11044.0
11602.0,4443.0,10001.0
5437.0,10179.0,10445.0
5512.0,9631.0,10508.0
12699.0,4513.0,9290.0
9667.0,4840.0,11095.0
5391.0,10621.0,9505.0
9561.0,4915.0,10676.0
5558.0,9579.0,10714.0
5579.0,9564.0,10470.0
5666.0,9470.0,10218.0
9292.0,4991.0,10935.0
5467.0,10903.0,9489.0
5469.0,11011.0,9038.0
5703.0,9335.0,10684.0
5808.0,9275.0,9996.0
9254.0,5357.0,10444.0
12566.0,4518.0,9274.0
5809.0,8957.0,10782.0
12686.0,4542.0,9083.0
8926.0,5391.0,10567.0
12553.0,4547.0,9067.0
12613.0,4616.0,9038.0
12480.0,4621.0,9022.0
5801.0,11097.0,8783.0
12700.0,4705.0,8881.0
5830.0,8942.0,10538.0
5876.0,8890.0,10744.0
8892.0,5751.0,10442.0
8868.0,5768.0,6428.0
5978.0,8790.0,10711.0
13007.0,4777.0,8834.0
12038.0,8597.0,4982.0
8643.0,5813.0,10298.0
13122.0,4806.0,8722.0
6127.0,8268.0,10812.0
5980.0,10909.0,8770.0
5998.0,11078.0,8621.0
12658.0,4846.0,8585.0
8527.0,5846.0,11255.0
6133.0,11280.0,8422.0
12311.0,8269.0,5003.0
12682.0,4877.0,8442.0
8487.0,6107.0,11733.0
8332.0,6128.0,11128.0
12549.0,4882.0,8426.0
12674.0,4898.0,8395.0
6274.0,10525.0,8340.0
9954.0,4943.0,7099.0
6274.0,10537.0,8337.0
6284.0,10458.0,8119.0
8267.0,6307.0,11224.0
12750.0,8019.0,5180.0
6303.0,8194.0,10817.0
8191.0,6410.0,10738.0
6349.0,7208.0,7417.0
7324.0,6429.0,7792.0
6284.0,10470.0,8116.0
6303.0,10961.0,8111.0
6313.0,10894.0,7890.0
12224.0,7895.0,5319.0
12302.0,7854.0,5363.0
13033.0,7422.0,5430.0
7428.0,11411.0,6056.0
7374.0,11135.0,6172.0
12823.0,7165.0,5445.0
6536.0,11280.0,7329.0
7301.0,11873.0,6292.0
6635.0,11142.0,7108.0
7117.0,6703.0,7721.0
7126.0,11755.0,6408.0
12685.0,7131.0,5525.0
12949.0,6992.0,5574.0
7072.0,11479.0,6524.0
6689.0,11418.0,6992.0
6991.0,11074.0,6640.0
6806.0,11760.0,6836.0
13288.0,6852.0,5672.0
6937.0,10798.0,6756.0
6854.0,11841.0,6800.0
12873.0,6846.0,5789.0
13530.0,6811.0,5843.0
13476.0,6567.0,5936.0
13032.0,6470.0,6180.0
13242.0,6409.0,6330.0
13282.0,6320.0,6400.0
12613.0,6404.0,6363.0
11058.0,4278.0,10935.0
12457.0,4551.0,9367.0
12280.0,4555.0,9424.0
11370.0,4312.0,10619.0
11203.0,4416.0,10353.0
11640.0,4560.0,9937.0
12271.0,4591.0,9576.0
11227.0,4594.0,9841.0
11952.0,4594.0,9621.0
11394.0,4490.0,10107.0
10683.0,4429.0,10775.0
10340.0,4481.0,11140.0
10995.0,4463.0,10459.0
10326.0,4542.0,10692.0
12258.0,4620.0,9369.0
11241.0,4533.0,10289.0
11708.0,4624.0,9512.0
11616.0,4608.0,9634.0
12444.0,4580.0,9160.0
10616.0,4548.0,10655.0
11082.0,4456.0,10423.0
12367.0,4587.0,9276.0
11553.0,4567.0,9973.0
10828.0,4567.0,10193.0
10654.0,4561.0,10631.0
11761.0,4673.0,9487.0
12185.0,4694.0,9324.0
12250.0,4844.0,8821.0
12294.0,4661.0,9231.0
10652.0,4515.0,10824.0
12116.0,4739.0,9478.0
11577.0,4745.0,9461.0
12371.0,4654.0,9115.0
12036.0,4758.0,9091.0
10485.0,4619.0,10558.0
12627.0,4707.0,8912.0
10866.0,4684.0,10129.0
10784.0,4664.0,10538.0
11371.0,4710.0,9722.0
10676.0,4693.0,10312.0
9965.0,4632.0,10980.0
12367.0,4759.0,8976.0
11703.0,4812.0,9186.0
11178.0,4718.0,9813.0
