z1,z2,z3
8441.0,10504.0,4047.0
8942.0,4467.0,9918.0
4575.0,9070.0,8877.0
8775.0,10226.0,4242.0
8963.0,9984.0,4475.0
8766.0,9869.0,4502.0
8987.0,4574.0,9789.0
8327.0,9834.0,4581.0
9297.0,9706.0,4670.0
8849.0,4588.0,9408.0
9100.0,9591.0,4697.0
6649.0,7805.0,4702.0
9256.0,4620.0,9406.0
9771.0,4644.0,9187.0
9857.0,4656.0,9141.0
9154.0,4685.0,9114.0
6696.0,4719.0,7706.0
4607.0,8812.0,8957.0
8793.0,4469.0,9986.0
4639.0,9173.0,8300.0
4799.0,7984.0,9909.0
8601.0,4538.0,10352.0
8506.0,4570.0,10461.0
8296.0,4604.0,10747.0
8381.0,10699.0,4097.0
8009.0,10715.0,4285.0
4818.0,9301.0,8078.0
8201.0,4636.0,10856.0
4896.0,9268.0,7692.0
7949.0,10910.0,4335.0
4916.0,7930.0,9466.0
7931.0,11094.0,4410.0
7852.0,10633.0,4569.0
4975.0,7231.0,5924.0
7732.0,10584.0,4578.0
6111.0,6073.0,5366.0
7559.0,11110.0,4598.0
7045.0,5298.0,7061.0
7499.0,11305.0,4648.0
5529.0,7113.0,10649.0
5562.0,7016.0,11094.0
6650.0,5363.0,5803.0
5725.0,6317.0,6962.0
6504.0,5951.0,10145.0
6642.0,10808.0,5239.0
6504.0,11276.0,5261.0
6320.0,5981.0,11512.0
8715.0,10421.0,4292.0
9414.0,4660.0,9295.0
8164.0,10373.0,4340.0
8323.0,4643.0,10669.0
8628.0,4577.0,10274.0
8647.0,10364.0,4365.0
8615.0,10311.0,4518.0
9500.0,4672.0,9249.0
8498.0,10095.0,4535.0
8700.0,4590.0,9476.0
8228.0,4675.0,10778.0
8533.0,4609.0,10383.0
8639.0,4712.0,10097.0
8838.0,4576.0,9857.0
8706.0,10064.0,4552.0
8104.0,10568.0,4390.0
7991.0,10899.0,4360.0
4836.0,8085.0,9367.0
8267.0,10029.0,4631.0
8894.0,4695.0,9279.0
7672.0,10779.0,4628.0
8745.0,4697.0,9347.0
7714.0,10768.0,4653.0
4849.0,8606.0,8926.0
4671.0,8915.0,8380.0
4881.0,8348.0,9006.0
4864.0,8907.0,8349.0
4882.0,8635.0,8799.0
5591.0,7064.0,10955.0
4913.0,8709.0,8349.0
4953.0,8031.0,8924.0
4914.0,8377.0,8879.0
4832.0,9165.0,8269.0
5558.0,7161.0,10510.0
4850.0,9043.0,8158.0
4932.0,8453.0,8813.0
4945.0,8451.0,8429.0
4928.0,9010.0,7772.0
4946.0,8738.0,8222.0
6349.0,6029.0,11373.0
6088.0,6984.0,5927.0
