z1,z2,z3,time
-1721.0,-2855.0,-4425.0,0.008167028427124023
-4434.0,-2311.0,-2234.0,0.015829086303710938
-1425.0,-5275.0,-2121.0,0.02244091033935547
-4372.0,-2350.0,-2327.0,0.030443906784057617
-4286.0,-3435.0,-1116.0,0.03700709342956543
-1578.0,-3300.0,-4374.0,0.04595303535461426
-4241.0,-3449.0,-1554.0,0.05238986015319824
-4179.0,-3488.0,-1647.0,0.05941605567932129
-4176.0,-4012.0,-1218.0,0.06663703918457031
-1526.0,-3407.0,-4211.0,0.07351088523864746
-1366.0,-3531.0,-4129.0,0.08036994934082031
-1250.0,-4168.0,-4123.0,0.08710002899169922
-3890.0,-4279.0,-1247.0,0.09357500076293945
-3880.0,-4335.0,-1132.0,0.09968090057373047
-3417.0,-4536.0,-982.0,0.1064310073852539
-663.0,-4272.0,-3816.0,0.11316895484924316
-3222.0,-4716.0,-1596.0,0.11962509155273438
-930.0,-4691.0,-3798.0,0.12905097007751465
-2936.0,-4983.0,-1625.0,0.13578104972839355
-666.0,-4768.0,-3631.0,0.1425468921661377
-4417.0,-1999.0,-2251.0,0.14899706840515137
-2125.0,-5056.0,-1639.0,0.15542387962341309
-760.0,-4793.0,-3578.0,0.16840386390686035
-2045.0,-5117.0,-1682.0,0.17465996742248535
-1392.0,-4970.0,-3185.0,0.18161988258361816
-4126.0,-1742.0,-2363.0,0.18880987167358398
-4092.0,-2368.0,-2587.0,0.19565606117248535
-1636.0,-5217.0,-2459.0,0.2021949291229248
-939.0,-4985.0,-3173.0,0.2173769474029541
-827.0,-5209.0,-3125.0,0.22363495826721191
-3970.0,-1815.0,-2616.0,0.23027300834655762
-3947.0,-1595.0,-2806.0,0.23676705360412598
-3934.0,-1796.0,-2903.0,0.2556490898132324
-3930.0,-1121.0,-3360.0,0.26186704635620117
-3868.0,-1160.0,-3453.0,0.26811885833740234
-3758.0,-1128.0,-3458.0,0.27542901039123535
-3518.0,-1750.0,-3562.0,0.2829098701477051
-3057.0,-1795.0,-3563.0,0.2925539016723633
-2984.0,-2433.0,-3674.0,0.300447940826416
-1970.0,-2783.0,-4331.0,0.3080129623413086
-2976.0,-2084.0,-3870.0,0.3151249885559082
-2341.0,-1984.0,-4289.0,0.3217048645019531
