z1,z2,z3
9363.0,10086.0,4034.0
9035.0,4500.0,10132.0
4301.0,9892.0,9996.0
8986.0,4518.0,10002.0
9076.0,10014.0,4129.0
9448.0,9697.0,4241.0
8584.0,4690.0,9934.0
4558.0,9874.0,9608.0
9062.0,4722.0,9610.0
4408.0,9834.0,10050.0
4562.0,9688.0,9686.0
9161.0,9625.0,4336.0
4669.0,9630.0,9740.0
4707.0,9412.0,9817.0
9797.0,9234.0,4398.0
9013.0,4740.0,9480.0
4645.0,9821.0,9290.0
8611.0,4912.0,9412.0
9293.0,4943.0,9279.0
4764.0,9299.0,10261.0
8690.0,10570.0,4062.0
4853.0,8892.0,9893.0
4797.0,11390.0,7057.0
9244.0,4961.0,9149.0
9510.0,9162.0,4493.0
9882.0,8845.0,4605.0
9438.0,5084.0,8934.0
8633.0,4672.0,10064.0
9320.0,5165.0,8757.0
4933.0,8300.0,9877.0
9701.0,8643.0,4699.0
9271.0,5183.0,8627.0
8403.0,10498.0,4157.0
9715.0,8461.0,4774.0
9507.0,5236.0,8465.0
7909.0,4811.0,10523.0
5977.0,5315.0,7460.0
9869.0,8312.0,4908.0
8198.0,10510.0,4417.0
10138.0,8299.0,5060.0
5051.0,8161.0,9861.0
10152.0,8117.0,5135.0
8166.0,10690.0,4479.0
7911.0,10438.0,4512.0
5098.0,7724.0,10416.0
10078.0,7768.0,5138.0
7855.0,11718.0,4560.0
7585.0,4883.0,10926.0
7814.0,11505.0,4653.0
7619.0,11486.0,4779.0
9869.0,7457.0,5283.0
5210.0,7667.0,9956.0
5249.0,7295.0,9693.0
7578.0,11273.0,4872.0
7407.0,5068.0,10636.0
7354.0,11317.0,5006.0
6330.0,5428.0,6815.0
7750.0,5945.0,5576.0
7318.0,5138.0,10328.0
7313.0,11104.0,5099.0
7231.0,5184.0,10581.0
7118.0,11085.0,5225.0
5298.0,5856.0,7292.0
6907.0,5256.0,10984.0
7077.0,10872.0,5318.0
7070.0,11731.0,5338.0
6815.0,11516.0,5357.0
4990.0,11064.0,7017.0
4999.0,11324.0,6976.0
5125.0,12064.0,6491.0
6622.0,11842.0,5397.0
6734.0,5486.0,6438.0
5384.0,8653.0,5403.0
5318.0,11738.0,6451.0
5327.0,11998.0,6410.0
6983.0,5738.0,6313.0
4802.0,9731.0,8806.0
4860.0,9685.0,8692.0
4890.0,9893.0,8538.0
4897.0,10051.0,8192.0
4814.0,9354.0,9871.0
8775.0,10181.0,4269.0
4665.0,9816.0,9662.0
4752.0,9763.0,9344.0
9431.0,9879.0,4277.0
4885.0,9496.0,8742.0
4819.0,9670.0,9298.0
9516.0,9490.0,4484.0
4921.0,10621.0,7689.0
4902.0,9342.0,9294.0
4920.0,9306.0,9149.0
8488.0,10109.0,4364.0
8758.0,10363.0,4305.0
4940.0,9126.0,9845.0
8871.0,10026.0,4389.0
9144.0,9807.0,4372.0
4968.0,9208.0,9507.0
9124.0,9718.0,4426.0
9229.0,9418.0,4579.0
8584.0,9954.0,4484.0
7674.0,10630.0,4834.0
8837.0,9646.0,4521.0
4993.0,8927.0,9556.0
9865.0,9027.0,4641.0
8439.0,4819.0,10325.0
9209.0,9329.0,4633.0
8582.0,4822.0,9842.0
8471.0,10291.0,4400.0
9595.0,8773.0,4700.0
8390.0,4837.0,10195.0
8922.0,9257.0,4728.0
8533.0,4840.0,9712.0
9192.0,9511.0,4669.0
8669.0,9565.0,4691.0
4992.0,9294.0,9333.0
8283.0,10121.0,4624.0
8956.0,9637.0,4596.0
5010.0,9258.0,9188.0
8388.0,4898.0,10010.0
8339.0,4916.0,9880.0
5017.0,8667.0,9582.0
9312.0,8965.0,4745.0
5017.0,9021.0,9033.0
8556.0,9902.0,4607.0
9578.0,8955.0,4736.0
8037.0,4991.0,10257.0
8660.0,4894.0,9542.0
4939.0,9820.0,8116.0
8609.0,5044.0,9320.0
4950.0,9474.0,8650.0
5008.0,9428.0,8536.0
7528.0,10593.0,5037.0
7996.0,10049.0,4719.0
8266.0,10303.0,4660.0
8880.0,5130.0,9123.0
8251.0,10301.0,4686.0
5027.0,8826.0,8933.0
9305.0,9174.0,4753.0
4993.0,9686.0,8105.0
8329.0,5052.0,9260.0
9059.0,9052.0,4799.0
8842.0,5133.0,9081.0
4999.0,9883.0,8103.0
5021.0,10112.0,7498.0
4906.0,9822.0,8558.0
8278.0,9903.0,4815.0
9326.0,8783.0,4820.0
8652.0,9747.0,4727.0
8831.0,5148.0,8993.0
8632.0,9658.0,4781.0
8560.0,5062.0,9190.0
8180.0,4994.0,9774.0
8600.0,9838.0,4843.0
5061.0,8320.0,9212.0
8905.0,9439.0,4764.0
8670.0,9374.0,4845.0
8375.0,9678.0,4844.0
9663.0,8566.0,4943.0
5157.0,8064.0,10318.0
4978.0,9557.0,8287.0
9140.0,8701.0,4945.0
7988.0,5009.0,10127.0
9073.0,8870.0,4874.0
5027.0,9180.0,8384.0
5192.0,10998.0,6936.0
7881.0,5110.0,10258.0
7781.0,10422.0,4880.0
9480.0,8634.0,4954.0
7986.0,5070.0,9942.0
7937.0,5088.0,9812.0
9018.0,9102.0,4848.0
7578.0,5113.0,9703.0
9810.0,8075.0,5171.0
8345.0,9586.0,4876.0
5274.0,10687.0,6897.0
8684.0,9192.0,4920.0
8131.0,5012.0,9644.0
7525.0,11055.0,5182.0
7414.0,10833.0,5185.0
9481.0,8382.0,5088.0
9007.0,8801.0,4911.0
7979.0,10231.0,4755.0
9021.0,8619.0,4986.0
8606.0,5184.0,8709.0
9467.0,8564.0,5013.0
9154.0,8519.0,5020.0
8064.0,9842.0,4962.0
7759.0,10241.0,5041.0
8579.0,9577.0,4882.0
8433.0,9401.0,4939.0
5126.0,10677.0,7493.0
5127.0,10259.0,7151.0
8618.0,9123.0,4957.0
9308.0,8370.0,5154.0
7748.0,10243.0,5064.0
7289.0,10362.0,5235.0
8990.0,9050.0,4971.0
8276.0,9741.0,5016.0
9635.0,8233.0,5222.0
7742.0,10423.0,5077.0
5157.0,8308.0,9514.0
8495.0,5311.0,8608.0
8751.0,9023.0,4991.0
7576.0,10434.0,5140.0
5089.0,8746.0,8605.0
5055.0,9606.0,7777.0
5176.0,8173.0,9677.0
7976.0,9532.0,5057.0
7847.0,10110.0,5060.0
7475.0,9989.0,5234.0
6981.0,11106.0,5380.0
8167.0,9581.0,5018.0
8632.0,8941.0,5032.0
5220.0,7826.0,9307.0
8218.0,5179.0,9159.0
8365.0,9210.0,5011.0
8069.0,5077.0,9885.0
7741.0,9809.0,5155.0
7677.0,9724.0,5208.0
9175.0,8470.0,5120.0
9641.0,8154.0,5250.0
9462.0,8298.0,5240.0
7866.0,10033.0,5087.0
5167.0,8467.0,8865.0
8765.0,8841.0,5066.0
5192.0,8237.0,9626.0
7833.0,10171.0,5139.0
8363.0,9514.0,5022.0
5055.0,9252.0,8326.0
9451.0,8111.0,5260.0
8349.0,9261.0,5058.0
9601.0,7764.0,5316.0
8786.0,8792.0,5166.0
5096.0,9590.0,8268.0
8109.0,9432.0,5091.0
5127.0,9323.0,8076.0
7207.0,5265.0,10227.0
8498.0,9110.0,5045.0
8839.0,8791.0,5188.0
8919.0,8692.0,5200.0
8207.0,5216.0,9252.0
7141.0,10579.0,5355.0
9347.0,8316.0,5252.0
7128.0,5294.0,10277.0
8015.0,5231.0,9605.0
5133.0,8973.0,8586.0
8787.0,8540.0,5300.0
8920.0,8440.0,5334.0
8158.0,5234.0,9122.0
5150.0,9161.0,8423.0
7990.0,9350.0,5132.0
5186.0,8686.0,8479.0
5099.0,9833.0,7758.0
8379.0,9028.0,5086.0
9306.0,7683.0,5353.0
9054.0,8390.0,5375.0
8478.0,5302.0,9055.0
5161.0,9753.0,7430.0
8460.0,8677.0,5232.0
8773.0,8722.0,5225.0
8512.0,8928.0,5120.0
7886.0,5238.0,9590.0
8906.0,8622.0,5259.0
8430.0,9197.0,5083.0
7467.0,5240.0,9602.0
8446.0,8859.0,5157.0
7855.0,5245.0,9152.0
9171.0,8506.0,5298.0
9158.0,8185.0,5383.0
8123.0,9250.0,5166.0
5186.0,8332.0,9028.0
5195.0,8893.0,8258.0
7090.0,10680.0,5371.0
5152.0,9192.0,8200.0
5133.0,9327.0,8037.0
7876.0,9421.0,5246.0
7457.0,10083.0,5292.0
5248.0,8252.0,8700.0
8057.0,9181.0,5203.0
8206.0,5312.0,8653.0
7415.0,9590.0,5303.0
5161.0,9399.0,7979.0
7191.0,10263.0,5371.0
8071.0,8999.0,5278.0
8864.0,8347.0,5385.0
7402.0,10152.0,5369.0
5175.0,9431.0,7685.0
7804.0,9268.0,5257.0
5214.0,9112.0,7872.0
8968.0,8142.0,5393.0
7417.0,5283.0,9975.0
8614.0,8528.0,5366.0
5286.0,9765.0,7246.0
8218.0,8956.0,5334.0
7385.0,5285.0,9958.0
9255.0,7566.0,5425.0
8899.0,7975.0,5417.0
8398.0,8862.0,5346.0
8694.0,7766.0,5427.0
5292.0,8479.0,8681.0
5214.0,8758.0,8421.0
5288.0,8807.0,8222.0
8145.0,8949.0,5400.0
5180.0,9618.0,7593.0
5292.0,8833.0,8132.0
7720.0,9483.0,5339.0
7818.0,9086.0,5332.0
8287.0,8058.0,5491.0
5308.0,10181.0,7176.0
5258.0,9339.0,7853.0
5241.0,9655.0,7536.0
7429.0,9408.0,5378.0
7742.0,9453.0,5371.0
5343.0,9198.0,7220.0
8643.0,7649.0,5499.0
8197.0,8630.0,5518.0
7959.0,8603.0,5537.0
8226.0,8598.0,5546.0
8236.0,7941.0,5563.0
5650.0,7328.0,5686.0
5417.0,6631.0,7247.0
5640.0,7261.0,6148.0
7255.0,7060.0,5691.0
