z1,z2,z3
7928.0,8128.0,4535.0
8220.0,3869.0,8835.0
3684.0,8551.0,9049.0
3903.0,8403.0,8584.0
8521.0,3870.0,8194.0
3917.0,8480.0,8550.0
3726.0,7710.0,9763.0
4136.0,8332.0,8085.0
7997.0,3998.0,8998.0
8899.0,3871.0,7745.0
8425.0,8071.0,4548.0
4522.0,8495.0,7846.0
8274.0,7508.0,4566.0
5728.0,4192.0,6584.0
6653.0,6218.0,4603.0
4536.0,8572.0,7812.0
4551.0,5569.0,6889.0
9008.0,4092.0,7464.0
3945.0,7562.0,9298.0
4130.0,7143.0,10201.0
8771.0,7451.0,4579.0
4309.0,7059.0,9452.0
4349.0,6995.0,9736.0
4507.0,6973.0,9584.0
4514.0,6933.0,9593.0
4528.0,6911.0,8987.0
4539.0,6905.0,9552.0
4713.0,4634.0,5913.0
4798.0,6018.0,5000.0
5961.0,5737.0,5218.0
5920.0,4734.0,5662.0
3959.0,7639.0,9264.0
4178.0,7491.0,8799.0
4290.0,7376.0,9823.0
8298.0,3999.0,8357.0
4267.0,7900.0,8738.0
8676.0,4000.0,7908.0
4421.0,7833.0,8486.0
8630.0,4091.0,7913.0
4440.0,7432.0,8455.0
4486.0,7752.0,8273.0
4509.0,7228.0,9358.0
4523.0,7305.0,9324.0
4500.0,7829.0,8239.0
4537.0,8032.0,7911.0
4542.0,6988.0,8953.0
4549.0,7118.0,8671.0
5892.0,5479.0,5834.0
