z1,z2,z3,time
-1943.0,-1128.0,-2614.0,0.0006411075592041016
-1610.0,-2802.0,-1283.0,0.0011539459228515625
-3065.0,-1238.0,-1685.0,0.0015540122985839844
-2052.0,-2664.0,-824.0,0.002129077911376953
-2038.0,-1428.0,-2455.0,0.002789020538330078
-2999.0,-1686.0,-1167.0,0.003298044204711914
-1898.0,-1586.0,-2382.0,0.004410982131958008
-2528.0,-1076.0,-2303.0,0.0049669742584228516
-2123.0,-2547.0,-1261.0,0.005572080612182617
-1629.0,-2634.0,-1371.0,0.0062329769134521484
-2353.0,-2414.0,-932.0,0.006929159164428711
-1317.0,-2009.0,-2325.0,0.007644176483154297
-1326.0,-2604.0,-1702.0,0.00830698013305664
-2787.0,-1691.0,-1297.0,0.009418010711669922
-2748.0,-1706.0,-1263.0,0.010719060897827148
-2682.0,-2154.0,-745.0,0.011906147003173828
-2565.0,-2409.0,-802.0,0.012495040893554688
-2623.0,-1376.0,-2144.0,0.013160943984985352
-1676.0,-2354.0,-1801.0,0.01407313346862793
-1643.0,-2136.0,-2124.0,0.015140056610107422
-1715.0,-2339.0,-1835.0,0.01632213592529297
-1231.0,-2304.0,-1861.0,0.017171144485473633
-1601.0,-2207.0,-1906.0,0.017892122268676758
-1604.0,-2151.0,-2090.0,0.01851797103881836
-1841.0,-2629.0,-1241.0,0.020594120025634766
-1911.0,-2552.0,-1391.0,0.02143716812133789
-1548.0,-1836.0,-2283.0,0.022245168685913086
-1538.0,-2599.0,-1572.0,0.024502992630004883
-2178.0,-1326.0,-2204.0,0.02604198455810547
-1993.0,-1886.0,-2223.0,0.02767801284790039
-1557.0,-2431.0,-1660.0,0.03064107894897461
-1509.0,-1851.0,-2249.0,0.033045053482055664
-2227.0,-1326.0,-2195.0,0.0338749885559082
-2142.0,-2379.0,-1349.0,0.035382986068725586
-2670.0,-1946.0,-1354.0,0.03617405891418457
-2240.0,-2292.0,-1204.0,0.039240121841430664
-1888.0,-2349.0,-1671.0,0.04019308090209961
-2764.0,-1488.0,-1577.0,0.043859004974365234
-2139.0,-1341.0,-2170.0,0.04469704627990723
-2110.0,-1631.0,-2166.0,0.04616808891296387
-2330.0,-2211.0,-1212.0,0.04937410354614258
-2369.0,-2196.0,-1246.0,0.050904035568237305
-2471.0,-2119.0,-1162.0,0.052410125732421875
-2341.0,-1458.0,-2124.0,0.053192138671875
-1927.0,-2334.0,-1705.0,0.05439496040344238
-2028.0,-2247.0,-1420.0,0.055689096450805664
-2273.0,-1626.0,-2045.0,0.06049203872680664
-1721.0,-1896.0,-2033.0,0.06315302848815918
-2631.0,-1961.0,-1320.0,0.06529116630554199
-2281.0,-2211.0,-1221.0,0.06642913818359375
-1946.0,-2166.0,-1793.0,0.06756401062011719
-1902.0,-1957.0,-2014.0,0.06932210922241211
-2157.0,-2201.0,-1376.0,0.07044100761413574
-2189.0,-2099.0,-1779.0,0.07164406776428223
-2133.0,-1784.0,-1972.0,0.07281804084777832
-2259.0,-2124.0,-1292.0,0.07764911651611328
-2576.0,-1656.0,-1714.0,0.08066606521606445
-2715.0,-1488.0,-1586.0,0.08300495147705078
-1839.0,-2349.0,-1680.0,0.08417010307312012
-1832.0,-2034.0,-1864.0,0.08719897270202637
-2228.0,-2084.0,-1813.0,0.0908501148223877
-2462.0,-1524.0,-1785.0,0.09193897247314453
-2322.0,-1626.0,-2036.0,0.09404110908508301
-1907.0,-2181.0,-1759.0,0.09550595283508301
-1744.0,-2049.0,-1839.0,0.10283994674682617
-2094.0,-1799.0,-1938.0,0.10503816604614258
-2557.0,-1824.0,-1626.0,0.11737394332885742
-2236.0,-1921.0,-1572.0,0.11865615844726562
-2275.0,-1906.0,-1606.0,0.11982917785644531
-2435.0,-1748.0,-1764.0,0.12214517593383789
-1793.0,-2049.0,-1830.0,0.12671899795532227
-2306.0,-1844.0,-1722.0,0.12888216972351074
-2345.0,-1829.0,-1756.0,0.13410711288452148
-2537.0,-1671.0,-1680.0,0.14352107048034668
