z1,z2,z3,time
-3006.0,-3549.0,-10085.0,0.054798126220703125
-8834.0,-3320.0,-3331.0,0.11018204689025879
-1471.0,-9955.0,-4922.0,0.16370010375976562
-8667.0,-2574.0,-4005.0,0.21944808959960938
-8585.0,-2251.0,-4707.0,0.27471208572387695
-8648.0,-3966.0,-3232.0,0.33262109756469727
-8431.0,-2676.0,-4730.0,0.3894472122192383
-8349.0,-2353.0,-5432.0,0.4443390369415283
-8417.0,-4312.0,-3545.0,0.5046601295471191
-8314.0,-4480.0,-2748.0,0.5596590042114258
-8247.0,-1729.0,-5503.0,0.6125321388244629
-8255.0,-4501.0,-2932.0,0.6705541610717773
-8089.0,-2659.0,-5645.0,0.7257912158966064
-8197.0,-4502.0,-2343.0,0.7840230464935303
-8154.0,-4891.0,-2669.0,0.8439850807189941
-8071.0,-1709.0,-5936.0,0.9035780429840088
-8069.0,-5147.0,-2833.0,0.9568281173706055
-7913.0,-2349.0,-5944.0,1.0156681537628174
-7836.0,-1481.0,-6344.0,1.0781500339508057
-7860.0,-5326.0,-2357.0,1.1392881870269775
-7772.0,-5367.0,-2577.0,1.197693109512329
-7760.0,-1688.0,-6365.0,1.2583680152893066
-7694.0,-1737.0,-6496.0,1.3152070045471191
-7714.0,-5416.0,-2506.0,1.3720910549163818
-7607.0,-5596.0,-2223.0,1.4341042041778564
-7660.0,-1461.0,-6777.0,1.4889581203460693
-7532.0,-5683.0,-2648.0,1.5444281101226807
-7484.0,-5684.0,-3172.0,1.6005711555480957
-7412.0,-5842.0,-2478.0,1.6601901054382324
-7241.0,-1690.0,-6974.0,1.7217340469360352
-7303.0,-5936.0,-2977.0,1.7810540199279785
-7267.0,-6018.0,-2436.0,1.8381810188293457
-7198.0,-1504.0,-7167.0,1.8962841033935547
-7249.0,-6102.0,-2442.0,1.9514811038970947
-7217.0,-6116.0,-2371.0,2.0064260959625244
-7197.0,-6168.0,-2057.0,2.061068058013916
-7087.0,-1252.0,-7177.0,2.1165080070495605
-6938.0,-1810.0,-7380.0,2.174823045730591
-7164.0,-6358.0,-2606.0,2.2303881645202637
-6764.0,-1489.0,-7668.0,2.2858121395111084
-7046.0,-6391.0,-2449.0,2.3434770107269287
-6990.0,-6464.0,-2232.0,2.399832010269165
-6966.0,-6514.0,-2370.0,2.4566891193389893
-6955.0,-6537.0,-2130.0,2.5113260746002197
-6867.0,-6578.0,-2350.0,2.5721521377563477
-6809.0,-6627.0,-2279.0,2.6313350200653076
-6791.0,-6755.0,-2309.0,2.6872060298919678
-6637.0,-1502.0,-7792.0,2.743108034133911
-6702.0,-6807.0,-1996.0,2.8023030757904053
-6558.0,-1590.0,-7854.0,2.8580620288848877
-6627.0,-6894.0,-2421.0,2.9185922145843506
-6454.0,-1168.0,-7908.0,2.9765729904174805
-6301.0,-1514.0,-7951.0,3.03450608253479
-6606.0,-6916.0,-2286.0,3.0940511226654053
-6514.0,-6929.0,-2916.0,3.1552631855010986
-6248.0,-1376.0,-8103.0,3.21421217918396
-6507.0,-7053.0,-2251.0,3.2722151279449463
-6471.0,-7121.0,-2316.0,3.3307061195373535
-6153.0,-1617.0,-8309.0,3.386815071105957
-6373.0,-7123.0,-1968.0,3.446465015411377
-6360.0,-7320.0,-2412.0,3.5079400539398193
-5965.0,-1067.0,-8326.0,3.564016103744507
-5915.0,-1851.0,-8395.0,3.6236491203308105
-6316.0,-7364.0,-2588.0,3.6789681911468506
-5836.0,-1939.0,-8457.0,3.737426996231079
-6304.0,-7393.0,-2195.0,3.7938079833984375
-6260.0,-7437.0,-2371.0,3.848371982574463
-5759.0,-1275.0,-8521.0,3.910015106201172
-6188.0,-7540.0,-2110.0,3.9676270484924316
