z1,z2,z3,time
3427.0,4403.0,903.0,0.010293960571289062
4740.0,771.0,4589.0,0.019119977951049805
859.0,3487.0,5540.0,0.03093099594116211
885.0,3844.0,5154.0,0.04479193687438965
904.0,3670.0,5134.0,0.05525803565979004
919.0,3973.0,4704.0,0.06424903869628906
4597.0,776.0,4566.0,0.0730748176574707
971.0,3701.0,4572.0,0.08304786682128906
4110.0,815.0,4705.0,0.0930638313293457
995.0,4262.0,4439.0,0.1133718490600586
4893.0,790.0,4083.0,0.12211799621582031
1006.0,4524.0,4353.0,0.1338818073272705
3764.0,3776.0,914.0,0.1432948112487793
1015.0,4062.0,4269.0,0.15292096138000488
1020.0,3915.0,4142.0,0.16165399551391602
1029.0,4391.0,3989.0,0.17080283164978027
3967.0,820.0,4682.0,0.1804180145263672
4750.0,795.0,4060.0,0.18979382514953613
5079.0,841.0,3994.0,0.19918489456176758
4613.0,864.0,3939.0,0.20812201499938965
1040.0,4653.0,3903.0,0.219390869140625
3618.0,872.0,4930.0,0.22938203811645508
4470.0,869.0,3916.0,0.2384958267211914
4799.0,915.0,3850.0,0.24771881103515625
1081.0,4119.0,3857.0,0.2576470375061035
1116.0,4942.0,3638.0,0.26975584030151367
4977.0,920.0,3452.0,0.279033899307251
4294.0,3677.0,980.0,0.2886948585510254
3862.0,3667.0,991.0,0.29773688316345215
3766.0,3425.0,1011.0,0.3068809509277344
1130.0,4333.0,3427.0,0.31839990615844727
3490.0,908.0,4980.0,0.3284280300140381
3338.0,946.0,4786.0,0.33820295333862305
911.0,3215.0,5408.0,0.34732699394226074
4900.0,956.0,3445.0,0.35692787170410156
5163.0,971.0,3363.0,0.3662698268890381
3317.0,4761.0,913.0,0.37507081031799316
1150.0,5071.0,3188.0,0.3844428062438965
3813.0,3350.0,1067.0,0.3943448066711426
4697.0,994.0,3308.0,0.4059169292449951
4296.0,3326.0,1077.0,0.4155459403991699
3210.0,982.0,4836.0,0.424501895904541
3864.0,3316.0,1088.0,0.43408703804016113
3278.0,4586.0,919.0,0.4426898956298828
4383.0,3163.0,1110.0,0.4530148506164551
4620.0,1030.0,3301.0,0.46427392959594727
4883.0,1045.0,3219.0,0.47512102127075195
3182.0,5082.0,971.0,0.48593997955322266
5220.0,1059.0,2928.0,0.49794602394104004
946.0,3189.0,5646.0,0.5076208114624023
3204.0,1033.0,4972.0,0.5169229507446289
3076.0,1069.0,5022.0,0.5272219181060791
958.0,3170.0,5820.0,0.5371038913726807
1242.0,4888.0,3067.0,0.5472869873046875
3143.0,4907.0,977.0,0.5565009117126465
1007.0,3127.0,5447.0,0.5658919811248779
3815.0,2999.0,1164.0,0.5764858722686768
3104.0,4734.0,1038.0,0.5901989936828613
1010.0,2898.0,5688.0,0.6022298336029053
3102.0,4612.0,1051.0,0.6120238304138184
3037.0,4579.0,1100.0,0.6219940185546875
3040.0,1147.0,4650.0,0.6321289539337158
1267.0,4212.0,2943.0,0.6418960094451904
3032.0,1188.0,4850.0,0.6531248092651367
2927.0,4937.0,1110.0,0.6632528305053711
2904.0,1224.0,4900.0,0.6740589141845703
4345.0,2900.0,1230.0,0.6877448558807373
1306.0,4387.0,2937.0,0.6972808837890625
1312.0,5191.0,2769.0,0.7066078186035156
5143.0,1095.0,2921.0,0.7161288261413574
2885.0,4726.0,1112.0,0.7253069877624512
5406.0,1110.0,2839.0,0.7349739074707031
2751.0,1233.0,5446.0,0.7444758415222168
3913.0,2890.0,1241.0,0.7543809413909912
1081.0,2855.0,5258.0,0.7645409107208252
4432.0,2737.0,1263.0,0.7767038345336914
2858.0,4880.0,1153.0,0.786715030670166
2792.0,5258.0,1168.0,0.7959668636322021
1106.0,2810.0,5727.0,0.8056948184967041
4940.0,1133.0,2784.0,0.814857006072998
1165.0,2702.0,5801.0,0.8258419036865234
2753.0,5083.0,1174.0,0.8349130153656006
4863.0,1169.0,2777.0,0.845775842666626
5126.0,1184.0,2695.0,0.856212854385376
1327.0,5039.0,2715.0,0.8680360317230225
2723.0,5201.0,1211.0,0.8799738883972168
2623.0,1269.0,5496.0,0.8891539573669434
4294.0,2642.0,1334.0,0.9007008075714111
2714.0,4910.0,1235.0,0.9111239910125732
1364.0,5454.0,2585.0,0.9208738803863525
