z1,z2,z3
7604.0,5290.0,5388.0
10659.0,3967.0,9228.0
4953.0,8617.0,9429.0
10554.0,4002.0,9174.0
10393.0,4086.0,9614.0
10288.0,4121.0,9560.0
10060.0,4138.0,9118.0
10010.0,4148.0,9122.0
9456.0,4189.0,9699.0
9406.0,4199.0,9703.0
5011.0,8434.0,9418.0
5086.0,8848.0,9072.0
9111.0,4220.0,9141.0
10774.0,4111.0,8886.0
9023.0,4257.0,9595.0
5121.0,9011.0,9019.0
8973.0,4267.0,9599.0
5179.0,8828.0,9008.0
5233.0,8527.0,8947.0
8818.0,4270.0,9679.0
5254.0,9242.0,8662.0
10669.0,4146.0,8832.0
11227.0,4178.0,8558.0
7163.0,4307.0,6361.0
5312.0,9059.0,8651.0
5401.0,8921.0,8537.0
4954.0,7938.0,9941.0
11122.0,4213.0,8504.0
5459.0,8738.0,8526.0
5463.0,6531.0,6613.0
5012.0,7755.0,9930.0
5060.0,7310.0,10013.0
7002.0,5662.0,5751.0
5118.0,7127.0,10002.0
7103.0,4384.0,7502.0
5207.0,6989.0,9888.0
6447.0,5108.0,7242.0
5759.0,6207.0,6399.0
5265.0,6806.0,9877.0
5368.0,6621.0,10553.0
5426.0,6438.0,10542.0
6200.0,5574.0,10330.0
5515.0,6300.0,10428.0
5519.0,6203.0,6779.0
5573.0,6117.0,10417.0
6142.0,5757.0,10341.0
6053.0,5895.0,10455.0
5994.0,5989.0,9822.0
10465.0,4187.0,8779.0
10569.0,4196.0,8743.0
10164.0,4147.0,9082.0
10032.0,4255.0,8675.0
9560.0,4198.0,9663.0
10629.0,4156.0,8885.0
9627.0,4206.0,9014.0
10086.0,4180.0,8986.0
10136.0,4264.0,8639.0
10185.0,4300.0,8543.0
10415.0,4197.0,8783.0
10235.0,4207.0,8906.0
9577.0,4216.0,9018.0
10519.0,4206.0,8747.0
9510.0,4208.0,9667.0
10114.0,4157.0,9086.0
9731.0,4215.0,8978.0
9844.0,4265.0,8913.0
9982.0,4265.0,8679.0
10086.0,4274.0,8643.0
9681.0,4225.0,8982.0
9077.0,4276.0,9563.0
5059.0,7989.0,9501.0
5100.0,8296.0,9304.0
5268.0,8690.0,8894.0
5144.0,8665.0,9061.0
5158.0,8113.0,9293.0
5326.0,8507.0,8883.0
5192.0,8220.0,9144.0
5360.0,8614.0,8734.0
5101.0,7617.0,9816.0
5227.0,8383.0,9091.0
5117.0,7806.0,9490.0
5418.0,8431.0,8723.0
5291.0,8344.0,8936.0
5285.0,8200.0,9080.0
5206.0,7668.0,9376.0
5250.0,8037.0,9133.0
5159.0,7434.0,9805.0
5193.0,7541.0,9656.0
5374.0,8489.0,8834.0
5339.0,7899.0,9019.0
5264.0,7485.0,9365.0
5432.0,8306.0,8823.0
5374.0,8062.0,8966.0
5432.0,7879.0,8955.0
5441.0,8279.0,8940.0
5251.0,7358.0,9645.0
5375.0,7810.0,9346.0
5397.0,7716.0,9008.0
5340.0,7220.0,9531.0
5433.0,7627.0,9335.0
5375.0,7383.0,9478.0
5398.0,7037.0,9520.0
5433.0,7200.0,9467.0
6333.0,5805.0,9973.0
6275.0,5988.0,9984.0
5936.0,6172.0,9833.0
6416.0,5950.0,9871.0
6368.0,5968.0,9920.0
6397.0,6040.0,9758.0
6313.0,6135.0,9195.0
7601.0,5379.0,6219.0
