z1,z2,z3
9827.0,10817.0,4883.0
10607.0,4694.0,10309.0
5107.0,9467.0,10554.0
10177.0,10736.0,4898.0
10664.0,10101.0,4912.0
10288.0,4797.0,10322.0
5108.0,10923.0,9267.0
10803.0,4706.0,10056.0
10262.0,4805.0,10138.0
10254.0,4835.0,10255.0
8865.0,4843.0,7401.0
11014.0,10020.0,4927.0
11359.0,4743.0,9534.0
10775.0,9783.0,5102.0
9509.0,10631.0,4932.0
11125.0,9702.0,5117.0
10550.0,9615.0,5184.0
10900.0,9534.0,5199.0
10661.0,9297.0,5374.0
11525.0,4812.0,9318.0
9445.0,10428.0,4989.0
5285.0,9314.0,10407.0
9425.0,11084.0,5017.0
9370.0,10831.0,5034.0
9011.0,10612.0,5073.0
5366.0,9236.0,11003.0
11011.0,9216.0,5389.0
5207.0,10772.0,9175.0
5372.0,9219.0,10212.0
5432.0,8073.0,7650.0
10557.0,8884.0,5595.0
5227.0,11465.0,8708.0
9008.0,10533.0,5156.0
8968.0,11098.0,5168.0
8817.0,10569.0,5215.0
10364.0,8865.0,5632.0
10071.0,8804.0,5740.0
8800.0,5421.0,10148.0
8814.0,10490.0,5298.0
8769.0,11428.0,5306.0
9462.0,8797.0,5785.0
8612.0,5462.0,10890.0
9653.0,8280.0,5816.0
8714.0,11175.0,5323.0
8312.0,11442.0,5457.0
5243.0,11958.0,8576.0
8538.0,5525.0,10651.0
5356.0,11241.0,8563.0
5370.0,12068.0,8191.0
8506.0,5542.0,10474.0
8288.0,5544.0,11181.0
8258.0,10467.0,5679.0
8052.0,5551.0,11394.0
9920.0,7970.0,5840.0
8198.0,10956.0,5729.0
8183.0,11491.0,5770.0
5386.0,12561.0,8059.0
8182.0,11399.0,5815.0
8127.0,11146.0,5832.0
8126.0,10549.0,5868.0
8123.0,10470.0,5951.0
7725.0,11413.0,5966.0
5739.0,7873.0,12300.0
6890.0,5608.0,7654.0
9711.0,7944.0,5924.0
8466.0,7727.0,5935.0
5917.0,7728.0,12554.0
6050.0,7512.0,11939.0
9593.0,7714.0,6137.0
6702.0,8944.0,6074.0
12172.0,7691.0,6186.0
12289.0,7506.0,6210.0
5498.0,8553.0,7105.0
6228.0,7367.0,12193.0
11492.0,7303.0,6243.0
12377.0,5978.0,7399.0
9095.0,6015.0,6563.0
6234.0,7042.0,11308.0
11357.0,7263.0,6261.0
12676.0,7165.0,6373.0
12169.0,7050.0,6497.0
6231.0,11472.0,7073.0
6335.0,11495.0,7042.0
12286.0,6865.0,6521.0
6349.0,7513.0,6974.0
6333.0,7004.0,11220.0
6348.0,6941.0,11359.0
6440.0,11540.0,6969.0
6544.0,11563.0,6938.0
6447.0,6903.0,11271.0
6617.0,11926.0,6936.0
6654.0,10959.0,6909.0
6614.0,6890.0,11339.0
6870.0,6476.0,11003.0
6629.0,6827.0,11478.0
6855.0,6539.0,10864.0
6756.0,6577.0,10952.0
6728.0,6789.0,11390.0
5127.0,10793.0,9392.0
11066.0,4763.0,9779.0
5181.0,9627.0,9936.0
10969.0,4775.0,9840.0
10557.0,10034.0,5078.0
10262.0,10368.0,5046.0
10612.0,10287.0,5061.0
10207.0,10115.0,5063.0
5226.0,10642.0,9300.0
9233.0,10113.0,5181.0
9571.0,9979.0,5187.0
9236.0,10192.0,5098.0
5306.0,9994.0,9562.0
9690.0,9726.0,5246.0
5304.0,11321.0,8737.0
10443.0,9548.0,5350.0
5320.0,11814.0,8605.0
9635.0,10182.0,5130.0
9691.0,10150.0,5161.0
5323.0,10721.0,8976.0
5372.0,11734.0,8431.0
9687.0,9647.0,5329.0
10554.0,9230.0,5540.0
9406.0,10452.0,5054.0
9714.0,9522.0,5481.0
10093.0,9629.0,5335.0
5315.0,10248.0,9391.0
5339.0,11214.0,8844.0
9558.0,9396.0,5504.0
5353.0,11019.0,8924.0
9493.0,9604.0,5471.0
5304.0,9547.0,10004.0
9620.0,9349.0,5509.0
5404.0,11052.0,8885.0
5378.0,9707.0,9386.0
5400.0,10577.0,9005.0
8662.0,11361.0,5472.0
10204.0,9311.0,5525.0
5416.0,11070.0,8873.0
5359.0,9474.0,9789.0
5846.0,7923.0,11754.0
5406.0,10305.0,9107.0
8541.0,10892.0,5574.0
8685.0,10239.0,5473.0
6024.0,7778.0,12008.0
8682.0,10160.0,5556.0
8766.0,10273.0,5469.0
9617.0,9270.0,5592.0
5334.0,10118.0,9516.0
8477.0,10689.0,5631.0
9042.0,10149.0,5240.0
