z1,z2,z3,time
-1514.0,-2433.0,-2212.0,0.0006859302520751953
-2630.0,-2256.0,-1689.0,0.0014159679412841797
-1351.0,-3152.0,-1422.0,0.001867055892944336
-2613.0,-2633.0,-1731.0,0.0024759769439697266
-846.0,-2614.0,-2207.0,0.0030651092529296875
-1021.0,-2631.0,-2063.0,0.0038480758666992188
-1137.0,-2729.0,-1967.0,0.004491090774536133
-2464.0,-2859.0,-1768.0,0.005168914794921875
-2090.0,-2986.0,-1316.0,0.005752086639404297
-2289.0,-2842.0,-1912.0,0.006566047668457031
-1663.0,-2207.0,-2175.0,0.007915019989013672
-1302.0,-2981.0,-1765.0,0.008667945861816406
-1680.0,-1830.0,-2133.0,0.010914087295532227
-1694.0,-1847.0,-2103.0,0.011771917343139648
-1843.0,-1621.0,-2066.0,0.012584924697875977
-2581.0,-2085.0,-2032.0,0.013303041458129883
-1286.0,-2503.0,-1930.0,0.017551898956298828
-1838.0,-2224.0,-2031.0,0.021698951721191406
-1954.0,-2322.0,-1935.0,0.02266097068786621
-1500.0,-2926.0,-1385.0,0.02738809585571289
-1514.0,-2943.0,-1355.0,0.029356002807617188
