z1,z2,z3
8942.0,7765.0,3905.0
9189.0,3849.0,8114.0
4161.0,6126.0,6150.0
8787.0,3908.0,8708.0
8714.0,7910.0,3909.0
8760.0,3972.0,9112.0
8650.0,4121.0,8473.0
8516.0,7906.0,4097.0
8248.0,4180.0,9067.0
8422.0,8126.0,4111.0
8194.0,8271.0,4115.0
8221.0,4244.0,9471.0
5049.0,4410.0,6794.0
7665.0,8913.0,4148.0
9713.0,4098.0,7686.0
8744.0,7761.0,4093.0
9455.0,7413.0,4256.0
6270.0,5392.0,4392.0
9665.0,4745.0,6479.0
9553.0,5003.0,6455.0
5697.0,5069.0,5161.0
6035.0,5778.0,4568.0
4934.0,5393.0,5441.0
5883.0,8977.0,5150.0
5514.0,8926.0,5352.0
5361.0,9406.0,5393.0
9162.0,3913.0,8518.0
9686.0,4162.0,8090.0
9174.0,4370.0,8045.0
8623.0,4185.0,8877.0
8393.0,4199.0,9023.0
9319.0,4389.0,8001.0
8795.0,4140.0,8429.0
8609.0,4404.0,8118.0
8645.0,4401.0,7820.0
9227.0,7558.0,4260.0
7761.0,8704.0,4162.0
8797.0,7538.0,4327.0
7996.0,8267.0,4303.0
8224.0,8122.0,4299.0
8189.0,7947.0,4324.0
8569.0,7683.0,4331.0
8235.0,7726.0,4340.0
9235.0,5055.0,6746.0
5156.0,5370.0,5470.0
