z1,z2,z3
7194.0,5783.0,3243.0
9511.0,4204.0,7073.0
4393.0,7325.0,8943.0
8792.0,4355.0,7297.0
4484.0,7233.0,8654.0
6987.0,4399.0,5364.0
4649.0,7354.0,8241.0
4740.0,7262.0,7952.0
4851.0,7686.0,7920.0
4883.0,8499.0,7365.0
5064.0,5267.0,5941.0
4548.0,7172.0,9002.0
6793.0,5362.0,4243.0
4566.0,7052.0,8768.0
9882.0,4346.0,6883.0
4657.0,6960.0,8479.0
6594.0,5237.0,8655.0
4721.0,6899.0,8827.0
4812.0,6807.0,8538.0
9857.0,4378.0,6671.0
5059.0,6775.0,8308.0
5963.0,6277.0,4260.0
5664.0,6257.0,4595.0
5259.0,5546.0,5513.0
10552.0,4891.0,5170.0
7171.0,5224.0,4601.0
11020.0,5203.0,4906.0
10995.0,5114.0,4975.0
10577.0,4980.0,5101.0
9365.0,4361.0,6984.0
4913.0,6989.0,7777.0
4942.0,7965.0,7539.0
4980.0,8176.0,7485.0
4639.0,7080.0,8713.0
4731.0,7201.0,8424.0
4987.0,7230.0,7722.0
5039.0,7642.0,7659.0
4804.0,7201.0,8300.0
4822.0,7081.0,8066.0
5058.0,7857.0,7658.0
6718.0,5244.0,8055.0
4883.0,6949.0,8353.0
4904.0,6928.0,8249.0
4950.0,6826.0,8298.0
4895.0,7109.0,8011.0
4907.0,6979.0,8227.0
4977.0,6928.0,8125.0
5052.0,6857.0,8265.0
10514.0,5199.0,5089.0
10071.0,4976.0,5284.0
10096.0,5065.0,5215.0
5822.0,5598.0,5400.0
