z1,z2,z3
8517.0,11332.0,3961.0
8205.0,4573.0,9323.0
4194.0,8686.0,10186.0
8933.0,10789.0,4119.0
8787.0,10751.0,4262.0
7271.0,7232.0,4305.0
4248.0,9395.0,9298.0
8295.0,4590.0,9250.0
4316.0,9147.0,9184.0
8743.0,4784.0,7552.0
4329.0,9718.0,8671.0
4223.0,8599.0,10698.0
4397.0,9470.0,8557.0
4359.0,8367.0,10041.0
4446.0,6190.0,8273.0
8438.0,10899.0,4260.0
4388.0,8280.0,10553.0
4927.0,9840.0,8272.0
4966.0,10318.0,8127.0
7904.0,4884.0,9385.0
5020.0,10370.0,7986.0
5142.0,10320.0,7978.0
5153.0,7037.0,7418.0
7841.0,5100.0,9440.0
7742.0,5199.0,8884.0
7670.0,5217.0,9870.0
7606.0,5230.0,9167.0
6219.0,5250.0,6024.0
9148.0,4986.0,7380.0
5279.0,6187.0,7279.0
9323.0,4996.0,7098.0
5611.0,8499.0,7271.0
5650.0,9952.0,7062.0
7234.0,11465.0,5401.0
7166.0,10235.0,5484.0
7969.0,5422.0,5264.0
6983.0,6999.0,5532.0
9728.0,5198.0,6926.0
5677.0,9919.0,7058.0
5728.0,6320.0,6387.0
6877.0,6510.0,5691.0
6832.0,9919.0,5838.0
6671.0,10311.0,5944.0
8589.0,11061.0,4150.0
4259.0,9116.0,9697.0
4309.0,9089.0,9815.0
4327.0,8868.0,9583.0
4340.0,9439.0,9070.0
4408.0,8679.0,9831.0
4425.0,9018.0,9228.0
4436.0,8739.0,9627.0
4408.0,9191.0,8956.0
4981.0,9892.0,8131.0
5103.0,9842.0,8123.0
5138.0,9330.0,8117.0
5017.0,8864.0,8269.0
5123.0,8810.0,8157.0
8454.0,4820.0,7711.0
7949.0,4930.0,8848.0
7994.0,4901.0,9312.0
8062.0,4927.0,9289.0
8039.0,4947.0,8775.0
7863.0,5164.0,8398.0
7931.0,5117.0,9367.0
8370.0,4947.0,8497.0
8272.0,4983.0,8744.0
8362.0,5000.0,8671.0
8231.0,5023.0,7680.0
8004.0,5043.0,8393.0
5693.0,8933.0,7219.0
7648.0,5241.0,8910.0
8520.0,4987.0,7521.0
8090.0,5149.0,8196.0
9100.0,5199.0,7067.0
9034.0,5032.0,7257.0
8884.0,5059.0,7292.0
7995.0,5187.0,7933.0
8595.0,5095.0,7451.0
8681.0,5162.0,7390.0
8811.0,5235.0,7226.0
8392.0,5198.0,7549.0
