z1,z2,z3
8139.0,8672.0,3487.0
7645.0,4105.0,9736.0
4166.0,6398.0,9183.0
5710.0,4137.0,6608.0
4171.0,7759.0,7514.0
8178.0,8235.0,3614.0
6523.0,5981.0,3619.0
4274.0,7788.0,7379.0
4276.0,7740.0,7251.0
4329.0,7871.0,7155.0
4421.0,7744.0,6888.0
4462.0,8199.0,6746.0
4476.0,7827.0,6664.0
4567.0,8180.0,6483.0
5209.0,5256.0,5218.0
5689.0,5943.0,4474.0
4751.0,8228.0,6392.0
4405.0,6155.0,9438.0
4806.0,5897.0,5256.0
5814.0,5429.0,4888.0
4872.0,5378.0,6142.0
4881.0,4732.0,7286.0
5262.0,6797.0,5026.0
4181.0,6515.0,8746.0
4258.0,7669.0,7938.0
4277.0,6575.0,8326.0
4339.0,7002.0,8188.0
4363.0,7650.0,7675.0
4429.0,7557.0,7597.0
4435.0,7062.0,7768.0
4420.0,6272.0,9001.0
4262.0,6458.0,8763.0
4501.0,6215.0,9018.0
4532.0,7576.0,7497.0
4534.0,7538.0,7334.0
4613.0,7407.0,7726.0
4420.0,6945.0,8205.0
4679.0,7532.0,7006.0
4718.0,7388.0,7463.0
4516.0,6332.0,8581.0
4624.0,6680.0,7964.0
4757.0,7309.0,7055.0
4770.0,6911.0,7711.0
4587.0,7659.0,7273.0
4609.0,6563.0,8401.0
4782.0,7167.0,7406.0
4693.0,6754.0,7910.0
4767.0,7050.0,7843.0
4789.0,6814.0,7490.0
4696.0,8145.0,6616.0
4762.0,8014.0,6532.0
4734.0,7615.0,6782.0
4774.0,6697.0,7927.0
