z1,z2,z3
6371.0,7438.0,2717.0
7970.0,4248.0,8292.0
3133.0,9513.0,9015.0
3319.0,9019.0,9408.0
3419.0,8704.0,9565.0
3252.0,9754.0,8549.0
3605.0,8210.0,9958.0
3413.0,9528.0,8412.0
3522.0,9730.0,8299.0
3525.0,9442.0,8069.0
7818.0,4356.0,8259.0
8003.0,4510.0,8031.0
3709.0,7171.0,4531.0
3532.0,9769.0,7946.0
7854.0,4518.0,7968.0
7702.0,4626.0,7935.0
3665.0,9241.0,7935.0
7788.0,4784.0,7716.0
7608.0,4424.0,8518.0
5437.0,4832.0,5683.0
7456.0,4532.0,8485.0
7403.0,4573.0,9121.0
7399.0,4610.0,8545.0
7318.0,4698.0,9815.0
6635.0,4703.0,9387.0
3910.0,5516.0,7593.0
8388.0,7108.0,4785.0
8287.0,7001.0,4787.0
8494.0,6989.0,4794.0
8372.0,6743.0,4930.0
8399.0,6555.0,5087.0
6421.0,4713.0,10101.0
5829.0,5669.0,5144.0
6173.0,4736.0,10545.0
6370.0,9702.0,4237.0
6323.0,10207.0,4277.0
6219.0,9925.0,4281.0
6062.0,9956.0,4336.0
5973.0,10153.0,4396.0
5910.0,10205.0,4474.0
5806.0,9923.0,4478.0
4906.0,5332.0,6099.0
4952.0,5295.0,7167.0
3403.0,9489.0,8765.0
3428.0,9066.0,9026.0
3614.0,8572.0,9419.0
3538.0,8945.0,9099.0
3438.0,9260.0,8942.0
3675.0,8326.0,8833.0
3547.0,9307.0,8560.0
3638.0,8820.0,8318.0
3562.0,8948.0,8584.0
3702.0,8747.0,8450.0
7341.0,4709.0,8434.0
7090.0,4710.0,9128.0
6367.0,4811.0,10179.0
6545.0,4766.0,10012.0
7131.0,4777.0,8693.0
6759.0,4756.0,9298.0
7493.0,4601.0,8467.0
7752.0,4622.0,8007.0
7904.0,4514.0,8040.0
7690.0,4647.0,8038.0
7542.0,4690.0,8266.0
7492.0,4694.0,8194.0
7340.0,4802.0,8161.0
6255.0,9829.0,4304.0
7390.0,4798.0,8233.0
6307.0,9754.0,4315.0
6242.0,9478.0,4328.0
6239.0,9376.0,4342.0
6192.0,9881.0,4382.0
6153.0,9675.0,4388.0
5999.0,10008.0,4414.0
6150.0,9573.0,4402.0
6002.0,9898.0,4432.0
5999.0,9796.0,4446.0
6090.0,9727.0,4466.0
6087.0,9625.0,4480.0
6022.0,9349.0,4493.0
6179.0,9530.0,4406.0
5842.0,9827.0,4501.0
6176.0,9428.0,4420.0
8093.0,7085.0,4796.0
8284.0,6876.0,5001.0
8199.0,7053.0,5124.0
8314.0,6813.0,4944.0
8098.0,6946.0,5126.0
4338.0,6473.0,6009.0
