z1,z2,z3
9430.0,10386.0,4773.0
7645.0,4479.0,8769.0
4860.0,10594.0,10444.0
5013.0,10417.0,11320.0
4923.0,12124.0,8759.0
5078.0,10250.0,9660.0
9499.0,10319.0,4802.0
9318.0,10257.0,4857.0
9387.0,10190.0,4886.0
5104.0,9888.0,10031.0
10221.0,10143.0,4963.0
10275.0,9868.0,4988.0
5213.0,9765.0,10656.0
10257.0,9681.0,5014.0
5266.0,9198.0,10320.0
10257.0,9633.0,5045.0
10400.0,9567.0,5097.0
10400.0,9519.0,5128.0
10487.0,9399.0,5191.0
10205.0,9279.0,5236.0
9147.0,10266.0,4920.0
10997.0,8713.0,5341.0
5330.0,9143.0,10482.0
9035.0,10137.0,5004.0
5404.0,9024.0,10393.0
8923.0,10240.0,5134.0
5468.0,8969.0,10555.0
5570.0,8873.0,10597.0
8876.0,10273.0,5178.0
8811.0,10111.0,5218.0
5634.0,8818.0,10759.0
5700.0,8808.0,9774.0
8764.0,10144.0,5262.0
5708.0,8699.0,10670.0
10676.0,5719.0,8719.0
8593.0,10153.0,5325.0
5034.0,11805.0,8724.0
5088.0,12233.0,8715.0
10699.0,5739.0,8701.0
5101.0,11772.0,8712.0
7571.0,7508.0,5473.0
5115.0,12462.0,8545.0
10609.0,5741.0,8635.0
5736.0,8544.0,10098.0
10697.0,5793.0,8582.0
8540.0,11002.0,5354.0
10607.0,5795.0,8516.0
5197.0,12350.0,8103.0
5850.0,8249.0,10336.0
8481.0,10024.0,5409.0
10630.0,5815.0,8498.0
10628.0,5869.0,8379.0
8473.0,11118.0,5450.0
10273.0,6035.0,8150.0
5962.0,8093.0,10283.0
10518.0,6088.0,8071.0
5308.0,12031.0,8068.0
6076.0,7798.0,10521.0
7293.0,6109.0,7700.0
5362.0,12459.0,8059.0
5375.0,11998.0,8056.0
5389.0,12688.0,7889.0
5479.0,12695.0,7851.0
5554.0,12797.0,7845.0
5567.0,12336.0,7842.0
5590.0,12376.0,7816.0
5637.0,12783.0,7724.0
6245.0,7785.0,10687.0
6302.0,7655.0,10562.0
5647.0,12440.0,7713.0
5671.0,13033.0,7637.0
10493.0,6479.0,7394.0
6395.0,7589.0,11981.0
7600.0,5676.0,11529.0
5782.0,12714.0,7602.0
5787.0,10358.0,5962.0
7571.0,5878.0,11178.0
6416.0,7360.0,10800.0
7522.0,5973.0,11207.0
6793.0,8396.0,5592.0
7363.0,6031.0,11499.0
10650.0,7461.0,6387.0
11061.0,7342.0,6598.0
10389.0,6537.0,7325.0
6492.0,6914.0,9225.0
10593.0,7251.0,6654.0
10375.0,6753.0,7269.0
7285.0,6328.0,11177.0
7002.0,6366.0,7766.0
10708.0,6780.0,7148.0
10939.0,7230.0,6720.0
10887.0,7102.0,6759.0
10739.0,6875.0,7077.0
10882.0,7020.0,6987.0
10830.0,6892.0,7026.0
10635.0,6933.0,7008.0
6675.0,6514.0,7468.0
6668.0,6756.0,7762.0
