z1,z2,z3
9628.0,8874.0,3374.0
6957.0,4233.0,9996.0
4615.0,4543.0,7200.0
7267.0,4277.0,9911.0
8785.0,4310.0,8226.0
9356.0,8848.0,3409.0
9326.0,8407.0,3552.0
9096.0,8722.0,3565.0
6665.0,6213.0,3644.0
9598.0,8433.0,3517.0
8831.0,4344.0,7885.0
5976.0,4494.0,6763.0
4630.0,5094.0,5064.0
6781.0,4395.0,10440.0
5244.0,4909.0,5517.0
6256.0,6470.0,3731.0
6152.0,5718.0,4621.0
5307.0,6269.0,4947.0
5892.0,5509.0,5043.0
6903.0,4405.0,9452.0
9368.0,8748.0,3530.0
9414.0,8639.0,3547.0
7213.0,4449.0,9367.0
8142.0,4464.0,8394.0
9142.0,8613.0,3582.0
7619.0,4479.0,9054.0
6803.0,4440.0,10094.0
