z1,z2,z3
11550.0,9682.0,4561.0
10876.0,4269.0,11128.0
4954.0,8796.0,12017.0
5002.0,8850.0,11824.0
5064.0,9303.0,11637.0
5112.0,9357.0,11444.0
10984.0,10434.0,4630.0
5203.0,9202.0,11258.0
5270.0,9224.0,11117.0
10602.0,4328.0,11080.0
5278.0,9606.0,11008.0
10915.0,4333.0,10988.0
5315.0,9473.0,10714.0
10641.0,4392.0,10940.0
10736.0,10471.0,4741.0
11003.0,4402.0,10365.0
10400.0,4277.0,11201.0
8718.0,8125.0,4742.0
5320.0,9749.0,10405.0
5357.0,7197.0,8861.0
10126.0,4336.0,11153.0
10729.0,4461.0,10317.0
11042.0,4466.0,10225.0
10768.0,4525.0,10177.0
11314.0,4670.0,10163.0
10769.0,4714.0,10127.0
11040.0,4729.0,10115.0
9783.0,4578.0,11417.0
11353.0,4734.0,10023.0
11079.0,4793.0,9975.0
11441.0,4803.0,9400.0
9509.0,4637.0,11369.0
11589.0,9505.0,4670.0
9236.0,4885.0,11271.0
11167.0,4862.0,9352.0
11480.0,4867.0,9260.0
11206.0,4926.0,9212.0
8734.0,4957.0,7699.0
5553.0,10153.0,8385.0
5045.0,8641.0,11831.0
8718.0,5208.0,11543.0
8576.0,5359.0,11136.0
8583.0,11520.0,5014.0
5119.0,8633.0,12035.0
5210.0,8478.0,11849.0
8471.0,11553.0,5035.0
8391.0,5473.0,11172.0
5305.0,8367.0,11877.0
8381.0,12128.0,5105.0
8375.0,5537.0,11522.0
5612.0,10362.0,7802.0
8269.0,12161.0,5126.0
8063.0,5599.0,11395.0
5308.0,8337.0,11653.0
8200.0,11335.0,5238.0
8110.0,11910.0,5308.0
11249.0,8099.0,5649.0
7998.0,11943.0,5329.0
11296.0,8046.0,5693.0
7986.0,5729.0,11137.0
11556.0,7923.0,5704.0
7973.0,11605.0,5351.0
7914.0,5772.0,11468.0
7883.0,12180.0,5421.0
11473.0,7866.0,5849.0
7862.0,5777.0,11781.0
7771.0,12213.0,5442.0
11520.0,7813.0,5893.0
7789.0,5852.0,11335.0
11780.0,7690.0,5904.0
5694.0,10723.0,7686.0
7785.0,5907.0,11523.0
6774.0,5994.0,8898.0
7178.0,8182.0,5549.0
8248.0,5836.0,7510.0
11403.0,7653.0,6064.0
5879.0,10905.0,7563.0
8281.0,6761.0,6121.0
6009.0,10581.0,7404.0
7435.0,6236.0,7316.0
6068.0,10790.0,6821.0
11870.0,6379.0,7206.0
11931.0,6413.0,6976.0
6160.0,7160.0,12896.0
6542.0,7968.0,5879.0
6175.0,6830.0,12941.0
12090.0,6494.0,6850.0
6234.0,6779.0,12818.0
6150.0,11151.0,6705.0
6337.0,6773.0,12585.0
6687.0,6579.0,11984.0
6498.0,10515.0,6589.0
10439.0,4341.0,11061.0
11302.0,9719.0,4672.0
10527.0,4410.0,10438.0
11256.0,9871.0,4703.0
10165.0,4400.0,11013.0
11023.0,10257.0,4739.0
10253.0,4469.0,10390.0
9853.0,4584.0,11055.0
10877.0,4742.0,10096.0
10495.0,4773.0,10079.0
10965.0,4811.0,9473.0
10566.0,4474.0,10298.0
10127.0,4525.0,11103.0
10166.0,4589.0,10963.0
9892.0,4648.0,10915.0
11344.0,9580.0,4685.0
9822.0,4642.0,11277.0
9910.0,4711.0,10654.0
9548.0,4701.0,11229.0
10603.0,4801.0,10048.0
10292.0,4533.0,10250.0
9636.0,4770.0,10606.0
10456.0,4709.0,10219.0
10719.0,4857.0,9957.0
10293.0,4722.0,10200.0
5093.0,8695.0,11638.0
10564.0,4737.0,10188.0
9980.0,4717.0,10292.0
10691.0,4870.0,9425.0
5155.0,9148.0,11451.0
9510.0,4826.0,11319.0
9549.0,4890.0,11179.0
9275.0,4949.0,11131.0
10243.0,4865.0,10030.0
11004.0,4875.0,9333.0
10625.0,4908.0,10000.0
10019.0,4781.0,10152.0
10254.0,4658.0,10340.0
10445.0,4916.0,9909.0
5287.0,9550.0,11024.0
5320.0,8985.0,11469.0
10282.0,4929.0,9890.0
9949.0,4775.0,10514.0
9675.0,4834.0,10466.0
5318.0,9278.0,10924.0
5327.0,8999.0,11459.0
9969.0,4924.0,9982.0
10730.0,4934.0,9285.0
5356.0,8391.0,11460.0
10149.0,4916.0,10073.0
5258.0,8532.0,11656.0
8312.0,11302.0,5217.0
5217.0,8492.0,11839.0
5265.0,8546.0,11646.0
8703.0,11129.0,5244.0
8614.0,11293.0,5255.0
8390.0,10988.0,5256.0
8085.0,11572.0,5330.0
8499.0,5489.0,10878.0
7814.0,11354.0,5533.0
8692.0,10979.0,5294.0
8519.0,10630.0,5366.0
8314.0,5603.0,10914.0
8716.0,5580.0,10547.0
8119.0,10770.0,5459.0
8278.0,11021.0,5277.0
