z1,z2,z3,time
-3009.0,-2552.0,-9311.0,0.0381009578704834
-8577.0,-2994.0,-2727.0,0.0756528377532959
-3092.0,-8865.0,-2403.0,0.11044692993164062
-2433.0,-3263.0,-9237.0,0.14800095558166504
-2125.0,-3539.0,-9043.0,0.1851210594177246
-8570.0,-3670.0,-2172.0,0.22242999076843262
-2507.0,-3557.0,-8809.0,0.26044297218322754
-2347.0,-3665.0,-8789.0,0.3009769916534424
-2478.0,-3705.0,-8759.0,0.33770298957824707
-2167.0,-3808.0,-8645.0,0.37757205963134766
-2199.0,-3833.0,-8615.0,0.41590285301208496
-2269.0,-3926.0,-8566.0,0.4549260139465332
-2170.0,-3981.0,-8565.0,0.49076294898986816
-2359.0,-4162.0,-8557.0,0.5286328792572021
-8522.0,-3992.0,-2041.0,0.5642969608306885
-2047.0,-4217.0,-8491.0,0.6032469272613525
-2051.0,-4438.0,-8363.0,0.6393568515777588
-8349.0,-4027.0,-2139.0,0.6788439750671387
-1739.0,-4493.0,-8297.0,0.7213029861450195
-8294.0,-4343.0,-1915.0,0.7581050395965576
-2182.0,-4579.0,-8187.0,0.799591064453125
-2404.0,-4604.0,-8079.0,0.838284969329834
-2177.0,-4654.0,-8055.0,0.8778209686279297
-2092.0,-4659.0,-8013.0,0.9169540405273438
-1874.0,-4855.0,-7993.0,0.9586188793182373
-8095.0,-4509.0,-2057.0,0.998478889465332
-2096.0,-4880.0,-7885.0,1.0382840633392334
-1869.0,-4930.0,-7861.0,1.0771510601043701
-8084.0,-4944.0,-1617.0,1.1159589290618896
-1784.0,-4935.0,-7819.0,1.1542079448699951
-1973.0,-5116.0,-7811.0,1.1961679458618164
-2050.0,-5145.0,-7627.0,1.2405569553375244
-1665.0,-5392.0,-7617.0,1.2812960147857666
-7903.0,-4970.0,-1505.0,1.3209710121154785
-7855.0,-5292.0,-1374.0,1.3611559867858887
-2108.0,-5478.0,-7507.0,1.4005329608917236
-2109.0,-5518.0,-7397.0,1.4434409141540527
-2103.0,-5553.0,-7375.0,1.4829468727111816
-2018.0,-5558.0,-7333.0,1.5235440731048584
-1800.0,-5754.0,-7313.0,1.5620250701904297
-7622.0,-5317.0,-1588.0,1.606868028640747
-7621.0,-5446.0,-1750.0,1.64798903465271
-1801.0,-5794.0,-7203.0,1.6861519813537598
-1795.0,-5829.0,-7181.0,1.7245728969573975
-1710.0,-5834.0,-7139.0,1.7631540298461914
-1702.0,-5839.0,-7074.0,1.7993519306182861
-2103.0,-5970.0,-7046.0,1.8399879932403564
-7571.0,-5578.0,-1487.0,1.8834929466247559
-1778.0,-6077.0,-6870.0,1.9267468452453613
