z1,z2,z3,time
-4436.0,-3702.0,-8210.0,0.0021648406982421875
-4708.0,-5991.0,-4900.0,0.004018068313598633
-7911.0,-2925.0,-4910.0,0.006482839584350586
-4911.0,-3085.0,-8119.0,0.008817911148071289
-5520.0,-5915.0,-4482.0,0.011684894561767578
-5468.0,-4076.0,-8044.0,0.014440059661865234
-4859.0,-5885.0,-4940.0,0.017071008682250977
-3681.0,-5885.0,-4993.0,0.019862890243530273
-4267.0,-5875.0,-5203.0,0.02268385887145996
-7908.0,-3068.0,-5663.0,0.025845050811767578
-4295.0,-5845.0,-5424.0,0.029233932495117188
-5671.0,-5809.0,-4522.0,0.03224587440490723
-5943.0,-3459.0,-7953.0,0.03529691696166992
-5739.0,-5781.0,-5377.0,0.0379488468170166
-4350.0,-5777.0,-5425.0,0.04058694839477539
-5716.0,-5770.0,-5437.0,0.046740055084228516
-4538.0,-5770.0,-5490.0,0.04955697059631348
-5961.0,-5760.0,-4139.0,0.05227994918823242
-4335.0,-5753.0,-5499.0,0.05696892738342285
-5304.0,-5715.0,-5913.0,0.06178689002990723
-5982.0,-5706.0,-5443.0,0.06421899795532227
-6528.0,-5694.0,-5019.0,0.06688499450683594
-5998.0,-3490.0,-7881.0,0.06889104843139648
-7837.0,-3369.0,-5734.0,0.07197284698486328
-6149.0,-2480.0,-7641.0,0.0748438835144043
-7837.0,-3098.0,-5955.0,0.07743287086486816
-5281.0,-5704.0,-5973.0,0.07990503311157227
-5547.0,-5640.0,-5979.0,0.0830678939819336
-4254.0,-5598.0,-6066.0,0.08676385879516602
-6384.0,-3304.0,-7610.0,0.09030890464782715
-4280.0,-5597.0,-6214.0,0.0939629077911377
-7790.0,-3797.0,-6318.0,0.09737396240234375
-4407.0,-5544.0,-6295.0,0.10105705261230469
-6453.0,-3582.0,-7574.0,0.10423994064331055
-6945.0,-5524.0,-5065.0,0.10690999031066895
-3839.0,-5481.0,-6517.0,0.11350107192993164
-6552.0,-3296.0,-7412.0,0.1168520450592041
-6607.0,-3327.0,-7340.0,0.11956405639648438
-7907.0,-3424.0,-5588.0,0.12213492393493652
-6727.0,-3413.0,-7314.0,0.12473607063293457
-7727.0,-3633.0,-6327.0,0.1273808479309082
-7678.0,-3381.0,-6592.0,0.12998700141906738
-5076.0,-5436.0,-6727.0,0.1327509880065918
-6782.0,-3444.0,-7242.0,0.1362318992614746
-6894.0,-3427.0,-7231.0,0.13921904563903809
-6951.0,-5303.0,-5258.0,0.14158201217651367
