z1,z2,z3
10190.0,11339.0,4980.0
9972.0,4440.0,10785.0
4750.0,10716.0,10931.0
10373.0,11303.0,5049.0
9855.0,11287.0,5065.0
10038.0,11251.0,5134.0
10176.0,10743.0,5265.0
4848.0,11001.0,10636.0
10301.0,4459.0,10120.0
10359.0,10707.0,5334.0
4891.0,9533.0,10079.0
9841.0,10691.0,5350.0
10024.0,10655.0,5419.0
10105.0,10158.0,5587.0
9752.0,9833.0,5617.0
10344.0,4491.0,10069.0
4900.0,11204.0,9884.0
10740.0,4558.0,9486.0
9725.0,4754.0,10721.0
4903.0,11263.0,9625.0
9639.0,11261.0,5310.0
10272.0,9334.0,5631.0
9640.0,4768.0,10798.0
9382.0,4812.0,10757.0
9610.0,11840.0,5495.0
4944.0,11149.0,9575.0
9516.0,11656.0,5508.0
5010.0,10817.0,9350.0
4892.0,9067.0,10739.0
9275.0,11788.0,5580.0
10783.0,4590.0,9435.0
10836.0,4718.0,9317.0
9368.0,4979.0,10807.0
9135.0,5126.0,10693.0
5146.0,11419.0,9020.0
11055.0,9026.0,5739.0
10879.0,4750.0,9266.0
9181.0,11604.0,5593.0
10480.0,5000.0,8976.0
9156.0,11646.0,5701.0
9126.0,10696.0,5717.0
9050.0,5140.0,10770.0
9091.0,10128.0,5721.0
8667.0,10952.0,5735.0
4918.0,8739.0,10814.0
8623.0,5160.0,7859.0
10893.0,8783.0,5740.0
5220.0,10999.0,8790.0
10523.0,5032.0,8925.0
5273.0,11264.0,8650.0
7403.0,8507.0,5781.0
5136.0,8560.0,11145.0
5292.0,11204.0,8626.0
5356.0,11601.0,8460.0
8574.0,5527.0,10799.0
8492.0,5583.0,11140.0
5195.0,8507.0,10480.0
5221.0,8179.0,10555.0
11219.0,8479.0,5858.0
8312.0,5650.0,10549.0
11197.0,8446.0,5914.0
5504.0,10898.0,8340.0
11015.0,8013.0,5959.0
5615.0,10844.0,8334.0
5640.0,11500.0,8010.0
8031.0,5699.0,11447.0
5257.0,8158.0,10788.0
5439.0,8000.0,10886.0
7837.0,5717.0,11471.0
10993.0,7980.0,6015.0
5725.0,11522.0,7873.0
5475.0,7979.0,11119.0
11341.0,7709.0,6077.0
5534.0,7926.0,10454.0
5560.0,7598.0,10529.0
5797.0,11386.0,7831.0
12094.0,5660.0,7767.0
7824.0,5810.0,10789.0
5798.0,7696.0,7145.0
7606.0,5989.0,10458.0
12023.0,5723.0,7722.0
12049.0,5763.0,7699.0
11319.0,7676.0,6133.0
11918.0,5776.0,7661.0
11330.0,7511.0,6362.0
11944.0,5816.0,7638.0
7997.0,5868.0,7094.0
7428.0,6075.0,11156.0
5705.0,6743.0,8375.0
11308.0,7478.0,6418.0
10994.0,7176.0,6643.0
5961.0,6093.0,7832.0
7369.0,11857.0,6270.0
7335.0,11713.0,6422.0
7199.0,11818.0,6436.0
7130.0,11960.0,6527.0
10972.0,7143.0,6699.0
6376.0,12276.0,7001.0
11320.0,6872.0,6761.0
7064.0,12022.0,6614.0
11309.0,6674.0,7046.0
6987.0,11831.0,6662.0
11305.0,6792.0,7018.0
11298.0,6839.0,6817.0
6442.0,12214.0,6914.0
6952.0,11674.0,6768.0
6817.0,11792.0,6828.0
6613.0,12229.0,6845.0
10119.0,10754.0,5302.0
4939.0,11199.0,10038.0
4941.0,11090.0,9834.0
9552.0,11435.0,5521.0
4963.0,9647.0,9889.0
10015.0,4472.0,10734.0
9217.0,11383.0,5606.0
9822.0,11225.0,5379.0
4942.0,11258.0,9779.0
9784.0,10702.0,5387.0
10068.0,4600.0,10616.0
9625.0,10665.0,5595.0
9653.0,10734.0,5471.0
4983.0,11144.0,9729.0
9568.0,10676.0,5632.0
10111.0,4632.0,10565.0
9455.0,10914.0,5661.0
10054.0,4773.0,10056.0
10397.0,4619.0,9951.0
9768.0,4786.0,10670.0
9400.0,11347.0,5675.0
9437.0,10708.0,5716.0
9969.0,4787.0,10133.0
9967.0,10666.0,5456.0
5081.0,9716.0,9807.0
10440.0,4651.0,9900.0
9711.0,4831.0,10092.0
10493.0,4872.0,9422.0
5088.0,9844.0,9683.0
9836.0,10698.0,5540.0
9683.0,4800.0,10747.0
5113.0,10687.0,9459.0
10097.0,4805.0,10005.0
9425.0,4844.0,10706.0
10041.0,4901.0,9610.0
9751.0,10640.0,5701.0
9478.0,4972.0,10588.0
10408.0,4886.0,9499.0
5144.0,9673.0,9476.0
5222.0,9859.0,9264.0
9697.0,4998.0,10142.0
9521.0,5004.0,10537.0
4899.0,9195.0,10615.0
5151.0,9801.0,9352.0
9612.0,5136.0,10239.0
10536.0,4904.0,9371.0
5229.0,9987.0,9140.0
10012.0,4819.0,10082.0
9754.0,4863.0,10041.0
9436.0,5114.0,10683.0
9411.0,5011.0,10756.0
9393.0,5082.0,10734.0
9464.0,5145.0,10028.0
9464.0,5139.0,10638.0
4967.0,9449.0,10466.0
9178.0,5158.0,10642.0
9611.0,9629.0,5735.0
9807.0,4991.0,9923.0
9379.0,5159.0,10105.0
5251.0,10781.0,8874.0
4970.0,9253.0,10527.0
5357.0,10943.0,8615.0
10150.0,4930.0,9458.0
5430.0,11318.0,8570.0
4977.0,9381.0,10403.0
10451.0,4918.0,9448.0
9850.0,5023.0,9872.0
5435.0,11257.0,8508.0
10193.0,4962.0,9407.0
4993.0,9031.0,10240.0
9941.0,5155.0,9574.0
4925.0,8867.0,10690.0
10246.0,5090.0,9289.0
5270.0,10721.0,8850.0
5338.0,11003.0,8639.0
9765.0,5133.0,10018.0
9740.0,5030.0,10091.0
9722.0,5101.0,10069.0
9793.0,5158.0,9973.0
5294.0,10716.0,8900.0
5316.0,10520.0,8863.0
5003.0,9530.0,10019.0
5029.0,9202.0,10094.0
10084.0,4933.0,9559.0
5143.0,8688.0,11021.0
10289.0,5122.0,9238.0
5335.0,10460.0,8839.0
10137.0,5061.0,9441.0
5459.0,11214.0,8513.0
10136.0,5097.0,9508.0
5409.0,10100.0,8801.0
5036.0,9330.0,9970.0
4996.0,8925.0,10602.0
5114.0,9516.0,9758.0
10180.0,5093.0,9390.0
5488.0,9920.0,8770.0
5107.0,9388.0,9882.0
5651.0,10802.0,8305.0
5059.0,8882.0,10271.0
5389.0,10139.0,9116.0
5514.0,10569.0,8631.0
5670.0,10742.0,8281.0
5408.0,10079.0,9092.0
5673.0,11285.0,8081.0
8302.0,5738.0,10808.0
8132.0,5761.0,10889.0
5170.0,9345.0,9551.0
5065.0,9145.0,10050.0
5533.0,10509.0,8607.0
5547.0,10839.0,8507.0
5144.0,9196.0,9935.0
11755.0,5856.0,7851.0
5066.0,9010.0,10147.0
10810.0,8197.0,6058.0
5692.0,11225.0,8057.0
5566.0,10779.0,8483.0
8617.0,5559.0,10748.0
8124.0,5808.0,10882.0
5202.0,8635.0,10356.0
5726.0,10110.0,8280.0
5735.0,10481.0,8270.0
5177.0,9473.0,9427.0
5213.0,8971.0,9863.0
5738.0,11024.0,8070.0
5137.0,9068.0,10059.0
5588.0,10606.0,8598.0
5525.0,10356.0,8731.0
5589.0,10579.0,8504.0
5749.0,11479.0,7878.0
5255.0,9659.0,9215.0
5751.0,11446.0,8004.0
5601.0,10791.0,8396.0
5248.0,9531.0,9339.0
5757.0,10964.0,8046.0
5295.0,9215.0,9700.0
5217.0,8947.0,9970.0
5454.0,9241.0,9093.0
5414.0,9876.0,9167.0
5241.0,8839.0,10180.0
10704.0,8430.0,6111.0
5473.0,9818.0,9081.0
5544.0,10296.0,8707.0
5607.0,10768.0,8449.0
5612.0,10578.0,8496.0
5273.0,8693.0,10268.0
5579.0,10308.0,8620.0
5620.0,10731.0,8372.0
5631.0,10518.0,8472.0
5752.0,10990.0,8232.0
10788.0,8164.0,6114.0
5275.0,8935.0,10175.0
10604.0,8183.0,6204.0
5598.0,10248.0,8596.0
5280.0,8821.0,10144.0
8503.0,5666.0,10123.0
10751.0,8347.0,6179.0
5689.0,10561.0,8444.0
5306.0,8970.0,9760.0
5332.0,8642.0,9835.0
5776.0,10947.0,8237.0
5313.0,9098.0,9636.0
5306.0,8493.0,10219.0
5228.0,8307.0,10431.0
5361.0,9281.0,9544.0
5668.0,10399.0,8473.0
5391.0,9284.0,9424.0
11136.0,7893.0,6176.0
5590.0,10095.0,8720.0
10339.0,8274.0,6237.0
5447.0,9113.0,9217.0
5505.0,9585.0,9049.0
5299.0,8365.0,10343.0
5318.0,9340.0,9570.0
5323.0,9272.0,9589.0
5716.0,10541.0,8294.0
5395.0,9386.0,9399.0
5525.0,9299.0,9005.0
10582.0,8150.0,6260.0
8319.0,5778.0,10425.0
8305.0,5821.0,10741.0
8094.0,5829.0,10218.0
10982.0,7782.0,6300.0
10930.0,7879.0,6322.0
5609.0,10035.0,8696.0
5384.0,9156.0,9548.0
11114.0,7860.0,6232.0
5532.0,9427.0,8881.0
5652.0,10066.0,8677.0
10799.0,7999.0,6343.0
11004.0,7815.0,6244.0
5446.0,8128.0,10762.0
5339.0,8770.0,9711.0
8453.0,5793.0,10006.0
5417.0,8956.0,9499.0
5410.0,8828.0,9623.0
5362.0,8322.0,10012.0
5595.0,9883.0,8857.0
10665.0,7970.0,6355.0
5649.0,10020.0,8744.0
11125.0,7695.0,6461.0
10317.0,8241.0,6293.0
5625.0,9722.0,8773.0
7401.0,11618.0,6319.0
10134.0,8458.0,6336.0
5398.0,8301.0,10245.0
10412.0,8257.0,6273.0
6684.0,11703.0,7103.0
10207.0,8441.0,6372.0
10531.0,8189.0,6316.0
10908.0,7846.0,6378.0
10112.0,8425.0,6392.0
10822.0,7692.0,6477.0
11103.0,7662.0,6517.0
10738.0,7953.0,6391.0
10185.0,8408.0,6428.0
10496.0,7996.0,6359.0
10390.0,8224.0,6329.0
5541.0,8054.0,10330.0
6750.0,11641.0,7016.0
10643.0,7937.0,6411.0
10291.0,8180.0,6458.0
7367.0,11474.0,6471.0
7231.0,11579.0,6485.0
10800.0,7659.0,6533.0
11198.0,7642.0,6542.0
10857.0,7885.0,6434.0
5473.0,8785.0,9292.0
10225.0,8237.0,6473.0
5369.0,8450.0,9888.0
11176.0,7609.0,6598.0
8285.0,5845.0,9792.0
5651.0,9394.0,8848.0
10474.0,7963.0,6415.0
8510.0,5794.0,9999.0
7831.0,5938.0,10665.0
5440.0,8508.0,9800.0
10716.0,7920.0,6447.0
10460.0,8154.0,6454.0
7165.0,11674.0,6588.0
10011.0,8487.0,6453.0
9472.0,8405.0,6561.0
5447.0,8636.0,9676.0
10120.0,8359.0,6561.0
9928.0,8444.0,6482.0
9906.0,8411.0,6538.0
5587.0,8271.0,10219.0
6783.0,11648.0,6980.0
10438.0,8121.0,6510.0
10617.0,7876.0,6576.0
9646.0,8252.0,6563.0
5591.0,8242.0,10113.0
10001.0,8427.0,6518.0
10269.0,8147.0,6514.0
7335.0,11140.0,6522.0
7965.0,5953.0,10246.0
6796.0,12051.0,6949.0
5480.0,8913.0,9168.0
5612.0,8112.0,10242.0
10595.0,7843.0,6632.0
10328.0,8076.0,6522.0
