z1,z2,z3
5550.0,7146.0,3830.0
9202.0,3754.0,7491.0
3591.0,7933.0,9287.0
3715.0,7879.0,8711.0
8808.0,3816.0,8066.0
8747.0,3847.0,8010.0
8269.0,3944.0,8598.0
3719.0,8190.0,8660.0
3740.0,5645.0,7294.0
8197.0,3967.0,8391.0
7911.0,4086.0,8403.0
7850.0,4117.0,8347.0
7692.0,4297.0,8821.0
7620.0,4320.0,8614.0
7445.0,4334.0,4561.0
9367.0,3780.0,7185.0
5649.0,4359.0,6511.0
4272.0,9694.0,6962.0
9179.0,3917.0,7022.0
9399.0,4095.0,6817.0
4471.0,9934.0,6506.0
9564.0,4121.0,6511.0
9376.0,4258.0,6348.0
4568.0,6142.0,5161.0
5288.0,4966.0,5973.0
4696.0,5496.0,5914.0
8714.0,3950.0,8097.0
8672.0,3959.0,7883.0
8860.0,3822.0,8046.0
9025.0,3848.0,7740.0
8642.0,3973.0,7890.0
8335.0,4043.0,8329.0
9014.0,3891.0,7328.0
8332.0,4110.0,8073.0
8837.0,3985.0,7577.0
4278.0,9151.0,7195.0
8431.0,4138.0,7552.0
4359.0,9690.0,6968.0
4477.0,9391.0,6739.0
8780.0,4049.0,7828.0
8271.0,4141.0,8017.0
8753.0,4130.0,7732.0
8089.0,4206.0,8107.0
8918.0,4156.0,7426.0
8381.0,4198.0,7865.0
8069.0,4287.0,8128.0
7997.0,4310.0,7921.0
8596.0,4164.0,7246.0
8254.0,4232.0,7801.0
8212.0,4243.0,8062.0
4365.0,9147.0,7201.0
8243.0,4275.0,7389.0
8869.0,4300.0,7209.0
8408.0,4301.0,7083.0
9211.0,4232.0,6654.0
9034.0,4326.0,6903.0
5809.0,6090.0,4935.0
5606.0,5460.0,5461.0
5608.0,5048.0,5774.0
