z1,z2,z3,time
-2371.0,-3317.0,-6853.0,0.0016369819641113281
-3604.0,-6812.0,-3801.0,0.003116130828857422
-6609.0,-2544.0,-2771.0,0.004698991775512695
-3156.0,-3754.0,-6774.0,0.006159067153930664
-6601.0,-3255.0,-3268.0,0.00898599624633789
-3696.0,-3388.0,-6720.0,0.011081933975219727
-6604.0,-2551.0,-2731.0,0.012772083282470703
-6600.0,-1683.0,-3353.0,0.01668405532836914
-3699.0,-6666.0,-4082.0,0.018384933471679688
-6486.0,-3509.0,-3533.0,0.020034074783325195
-4277.0,-6617.0,-3402.0,0.02210712432861328
-3743.0,-2730.0,-6444.0,0.023971080780029297
-3825.0,-2465.0,-6370.0,0.027122974395751953
-4044.0,-3838.0,-6311.0,0.029940128326416016
-6370.0,-3098.0,-3767.0,0.03287506103515625
-4097.0,-3836.0,-6289.0,0.03488612174987793
-2810.0,-6722.0,-4544.0,0.03629803657531738
-6367.0,-2955.0,-3885.0,0.03827095031738281
-4176.0,-3704.0,-6226.0,0.0402989387512207
-6587.0,-3951.0,-2805.0,0.04194307327270508
-4653.0,-3181.0,-6141.0,0.04518294334411621
-6331.0,-2618.0,-4077.0,0.04705810546875
-4355.0,-6430.0,-3802.0,0.050071001052856445
-4639.0,-6348.0,-3582.0,0.05265212059020996
-6278.0,-2620.0,-4099.0,0.05507206916809082
-6053.0,-3181.0,-4134.0,0.05870509147644043
-6047.0,-2463.0,-4598.0,0.06187009811401367
-3326.0,-3934.0,-6693.0,0.06421113014221191
-4760.0,-6277.0,-3279.0,0.06607198715209961
-4700.0,-2523.0,-5865.0,0.06772303581237793
-4782.0,-2258.0,-5791.0,0.06952309608459473
-4766.0,-6269.0,-4365.0,0.07110810279846191
-5044.0,-6195.0,-3059.0,0.07374691963195801
-3021.0,-4544.0,-6488.0,0.07640504837036133
-5001.0,-3631.0,-5732.0,0.07842803001403809
-6586.0,-3966.0,-2805.0,0.08012700080871582
-2964.0,-6721.0,-4583.0,0.08154702186584473
-6585.0,-4145.0,-2736.0,0.08306002616882324
-2575.0,-6478.0,-4803.0,0.08523893356323242
-6044.0,-2320.0,-4716.0,0.08662009239196777
-6368.0,-4641.0,-2286.0,0.08983492851257324
-5054.0,-3629.0,-5710.0,0.09151101112365723
-5616.0,-3034.0,-4759.0,0.09445595741271973
-5061.0,-6115.0,-3156.0,0.09671211242675781
-5122.0,-6008.0,-3459.0,0.09944701194763184
-5214.0,-3259.0,-5545.0,0.1017000675201416
