z1,z2,z3,node,time,depth
5330.0,1880.0,2546.0,1,0.09601879119873047,1
5260.0,1466.0,3150.0,1,0.09602880477905273,1
5205.0,1191.0,3779.0,1,0.096038818359375,1
1188.0,5468.0,4562.0,1,0.09604883193969727,1
3628.0,1405.0,5710.0,1,0.09605979919433594,1
2910.0,1760.0,5883.0,1,0.0960698127746582,1
1749.0,3001.0,6523.0,1,0.09607982635498047,1
1973.0,2715.0,6173.0,1,0.09608983993530273,1
3991.0,1227.0,4903.0,1,0.096099853515625,1
4702.0,1232.0,3730.0,1,0.09610986709594727,1
5222.0,995.0,4705.0,1,0.09611988067626953,1
5127.0,1037.0,4435.0,1,0.0961298942565918,1
2868.0,5240.0,1998.0,1,0.09613990783691406,1
1752.0,6378.0,2904.0,1,0.09614992141723633,1
6155.0,5031.0,1147.0,1,0.0961599349975586,1
6063.0,3279.0,1547.0,1,0.09616994857788086,1
5831.0,3154.0,1618.0,1,0.09618091583251953,1
5686.0,3413.0,1497.0,1,0.0961909294128418,1
4368.0,1348.0,3662.0,1,0.09620094299316406,1
4926.0,1582.0,3082.0,1,0.09621095657348633,1
4549.0,1716.0,3032.0,1,0.0962209701538086,1
4170.0,1212.0,4644.0,1,0.09623098373413086,1
3836.0,1328.0,4576.0,1,0.09624099731445312,1
4219.0,1336.0,3920.0,1,0.09625077247619629,1
4066.0,1820.0,3222.0,1,0.09626078605651855,1
4136.0,2234.0,2618.0,1,0.09627079963684082,1
3955.0,1866.0,3248.0,1,0.09628081321716309,1
3120.0,2420.0,3403.0,1,0.09629082679748535,1
3627.0,2530.0,2683.0,1,0.09630084037780762,1
3862.0,2460.0,2535.0,1,0.0963129997253418,1
4438.0,2709.0,2086.0,1,0.09632182121276855,1
3787.0,3851.0,1712.0,1,0.09633278846740723,1
3833.0,3489.0,1891.0,1,0.09634280204772949,1
3635.0,3401.0,2014.0,1,0.09635281562805176,1
3681.0,3039.0,2193.0,1,0.09636282920837402,1
1550.0,4633.0,3888.0,1,0.09637284278869629,1
1540.0,3328.0,7106.0,1,0.09638285636901855,1
1142.0,4132.0,6530.0,1,0.09639286994934082,1
1086.0,4538.0,6001.0,1,0.09640288352966309,1
1575.0,3519.0,5597.0,1,0.09641289710998535,1
1263.0,4013.0,5879.0,1,0.09642291069030762,1
1437.0,3495.0,6805.0,1,0.09643197059631348,1
1558.0,3376.0,6154.0,1,0.09644198417663574,1
