z1,z2,z3,node,time,depth
-3704.0,-10550.0,-3168.0,1,0.20496010780334473,1
-2992.0,-10238.0,-4161.0,1,0.20497703552246094,1
-3872.0,-10612.0,-2772.0,1,0.20499396324157715,1
-9923.0,-2695.0,-4898.0,1,0.20501112937927246,1
-10410.0,-3008.0,-3900.0,1,0.20502901077270508,1
-10366.0,-3501.0,-3394.0,1,0.2050459384918213,1
-4542.0,-10153.0,-2895.0,1,0.2050631046295166,1
-1529.0,-7042.0,-8212.0,1,0.2050800323486328,1
-3060.0,-6933.0,-7687.0,1,0.20509696006774902,1
-7293.0,-1343.0,-8821.0,1,0.20511412620544434,1
-5814.0,-2007.0,-9652.0,1,0.20513105392456055,1
-9237.0,-3787.0,-5176.0,1,0.20514798164367676,1
-9104.0,-2382.0,-6334.0,1,0.20516395568847656,1
-9717.0,-3657.0,-4610.0,1,0.20518112182617188,1
-10019.0,-5253.0,-1875.0,1,0.20519804954528809,1
-2680.0,-10030.0,-4719.0,1,0.2052149772644043,1
-3989.0,-10236.0,-3412.0,1,0.2052321434020996,1
-7697.0,-7215.0,-3411.0,1,0.20524811744689941,1
-4928.0,-2090.0,-10078.0,1,0.20526504516601562,1
-4904.0,-2887.0,-10033.0,1,0.20528197288513184,1
-3832.0,-3958.0,-9866.0,1,0.20529913902282715,1
-2160.0,-6146.0,-8910.0,1,0.20531606674194336,1
-2342.0,-4775.0,-9812.0,1,0.20533299446105957,1
-2604.0,-4823.0,-9728.0,1,0.20534896850585938,1
-3239.0,-8024.0,-6542.0,1,0.2053661346435547,1
-3810.0,-4722.0,-9264.0,1,0.2053830623626709,1
-2339.0,-7237.0,-7765.0,1,0.2053999900817871,1
-2710.0,-8431.0,-6415.0,1,0.20541715621948242,1
-2517.0,-9105.0,-5802.0,1,0.20543408393859863,1
-1852.0,-7562.0,-7675.0,1,0.20545101165771484,1
-1714.0,-8530.0,-6610.0,1,0.20546793937683105,1
-2315.0,-9673.0,-5279.0,1,0.20548510551452637,1
-3146.0,-3803.0,-10296.0,1,0.20550203323364258,1
-3539.0,-2972.0,-10305.0,1,0.2055189609527588,1
-4253.0,-3108.0,-10274.0,1,0.2055349349975586,1
-3953.0,-2984.0,-10301.0,1,0.2055521011352539,1
-6256.0,-9219.0,-1832.0,1,0.20556902885437012,1
-4668.0,-10155.0,-2682.0,1,0.20558595657348633,1
-7786.0,-1498.0,-8358.0,1,0.20560312271118164,1
-6943.0,-1920.0,-8993.0,1,0.20561909675598145,1
-6413.0,-2233.0,-9259.0,1,0.20563602447509766,1
-5984.0,-2792.0,-9218.0,1,0.20565295219421387,1
-7457.0,-2751.0,-7936.0,1,0.20567011833190918,1
-10149.0,-4305.0,-3019.0,1,0.2056870460510254,1
-10193.0,-3812.0,-3525.0,1,0.2057039737701416,1
-8255.0,-7621.0,-1376.0,1,0.20572113990783691,1
-7130.0,-8695.0,-1375.0,1,0.20573711395263672,1
-9949.0,-5386.0,-1826.0,1,0.20575404167175293,1
-4972.0,-8128.0,-5105.0,1,0.20577096939086914,1
-4775.0,-8721.0,-4572.0,1,0.20578694343566895,1
-4608.0,-9640.0,-3571.0,1,0.20580410957336426,1
