z1,z2,z3,nondominated
1224,1145,1572,0
1942,1686,1395,0
1809,1547,1902,0
1460,1799,1066,0
1060,1961,1824,0
1827,1078,1631,0
1208,1250,1300,0
1972,1482,1952,0
1884,1444,1597,0
1138,1485,1681,0
1673,1238,1837,0
1110,1429,1274,1
1025,1635,1923,1
1625,1533,1723,0
1902,1797,1993,0
1478,1809,1535,0
1071,1384,1503,0
1997,1941,1766,0
1959,1858,1094,0
1516,1330,1699,0
1594,1238,1927,0
1036,1363,1323,1
1008,1959,1549,1
1395,1225,1843,0
1534,1075,1975,1
1928,1032,1748,1
1106,1674,1959,0
1947,1570,1572,0
1266,1188,1494,0
1803,1521,1656,0
1594,1238,1927,0
1844,1921,1639,0
1742,1671,1009,1
1685,1827,1280,0
1304,1463,1539,0
1031,1721,1484,1
1459,1158,1757,0
1183,1145,1065,1
1966,1188,1174,0
1304,1257,1994,0
1981,1323,1255,0
1621,1642,1831,0
1099,1669,1815,0
1569,1549,1488,0
1361,1104,1582,1
1639,1048,1268,1
1093,1390,1279,1
1083,1881,1740,0
1585,1312,1473,0
1585,1541,1079,0
1543,1853,1221,0
1195,1416,1088,0
1567,1074,1403,1
1133,1113,1251,1
1229,1523,1773,0
1505,1821,1932,0
1382,1122,1862,0
1968,1808,1182,0
1093,1723,1124,1
1233,1922,1678,0
1741,1327,1335,0
1464,1477,1721,0
1952,1540,1382,0
1912,1201,1245,0
3217,3286,3799,0
3692,3974,3890,0
3248,3772,3312,0
3559,3827,3868,0
3749,3070,3874,0
3339,3956,3895,0
3963,3198,3130,0
3548,3542,3164,0
