z1,z2,z3,nondominated
-1669,-1561,-1029,1
-1412,-1096,-1607,1
-1387,-1102,-1859,1
-1280,-1749,-1165,1
-1960,-1236,-1246,1
-1012,-1638,-1828,1
-1292,-1769,-1156,1
-1053,-1802,-1479,1
-1424,-1647,-1083,1
-1453,-1724,-1062,1
-1662,-1033,-1550,1
-1014,-1836,-1633,1
-1478,-1091,-1517,1
-1322,-1150,-1888,1
-1128,-1887,-1354,1
-1753,-1102,-1373,0
-1297,-1209,-1497,1
-1071,-1613,-1462,0
-1178,-1405,-1410,1
-1143,-1393,-1491,1
-1962,-1120,-1402,1
-1001,-1717,-1732,1
-1593,-1025,-1860,1
-1461,-1065,-1849,1
-1441,-1070,-1814,1
-1177,-1313,-1959,1
-1680,-1412,-1084,0
-1346,-1439,-1200,1
-1113,-1880,-1376,1
-1152,-1661,-1306,0
-1311,-1177,-1546,1
-1175,-1981,-1327,1
-1119,-1359,-1857,1
-1511,-1301,-1198,1
-1758,-1582,-1019,1
-1916,-1205,-1262,0
-1736,-1117,-1348,0
-1507,-1179,-1329,1
-1156,-1551,-1337,1
-1695,-1357,-1114,0
-1701,-1271,-1175,1
-1888,-1108,-1387,0
-1963,-1386,-1130,1
-1422,-1613,-1090,1
-1136,-1797,-1323,0
-1370,-1111,-1651,1
-1164,-1843,-1291,0
-1155,-1314,-1614,1
-1211,-1337,-1431,1
-1298,-1353,-1302,1
-1226,-1453,-1304,1
-1795,-1297,-1154,1
-1075,-1925,-1474,1
-1674,-1293,-1160,1
-1586,-1130,-1361,1
-1270,-1664,-1181,1
-1155,-1509,-1362,1
-1521,-1895,-1051,1
-1997,-1214,-1287,1
-1620,-1114,-1374,0
-1630,-1555,-1036,1
-1412,-1588,-1100,1
-1239,-1777,-1202,1
-1399,-1715,-1088,1
-1569,-1130,-1369,1
-1479,-1251,-1260,1
-1769,-1580,-1020,1
-1033,-1529,-1748,1
-1681,-1280,-1170,1
-1166,-1721,-1280,0
-1269,-1183,-1655,1
-1746,-1297,-1153,0
-1646,-1072,-1447,1
-1656,-1323,-1140,1
-1540,-1126,-1391,1
-1395,-1179,-1417,1
-1600,-1015,-1737,1
-1118,-1551,-1398,1
-1303,-1712,-1149,1
-1655,-1652,-1013,1
-1610,-1284,-1179,1
-1223,-1294,-1473,1
-1285,-1473,-1231,1
-1615,-1351,-1130,0
-1197,-1424,-1362,1
-1171,-1305,-1922,0
-1353,-1818,-1117,1
-1249,-1468,-1268,1
-1217,-1737,-1223,1
-1876,-1343,-1133,1
-1147,-1369,-1518,1
-1613,-1806,-1015,1
-1909,-1437,-1087,1
-1579,-1045,-1559,1
-1697,-1526,-1036,1
-1043,-1670,-1513,1
-1047,-1782,-1490,1
-1343,-1285,-1325,1
-1173,-1298,-1591,0
-1053,-1492,-1649,1
