z1,z2,z3,nondominated
1329,1436,1214,1
1609,1750,1013,1
1422,1258,1288,1
1368,1372,1226,1
1242,1603,1218,1
1690,1090,1398,1
1051,1484,1691,1
1782,1043,1501,1
1737,1541,1030,1
1861,1253,1200,1
1049,1520,1618,1
1643,1019,1622,1
1053,1475,1784,1
1324,1321,1307,1
1004,1720,1681,1
1257,1387,1316,1
1051,1494,1844,0
1292,1647,1165,1
1166,1457,1381,1
1195,1486,1320,1
1216,1224,1731,1
1592,1712,1018,1
1385,1759,1095,1
1609,1199,1262,1
1557,1025,1756,1
1832,1059,1471,1
1681,1014,1622,1
1953,1425,1105,0
1627,1110,1379,1
1494,1541,1077,1
1698,1396,1091,1
1546,1884,1041,1
1039,1655,1531,1
1697,1526,1036,1
1512,1044,1839,1
1155,1314,1614,1
1353,1482,1173,1
1483,1417,1133,1
1655,1679,1009,1
1362,1135,1566,1
1232,1728,1209,1
1866,1151,1314,1
1286,1366,1302,1
1103,1919,1410,0
1443,1068,1691,1
1536,1386,1130,1
1050,1726,1481,1
1381,1817,1100,1
1082,1677,1416,1
1387,1178,1428,1
1449,1139,1437,1
1550,1051,1564,1
1168,1382,1452,1
1633,1748,1009,1
1239,1201,1764,1
1059,1474,1845,1
1082,1744,1409,1
1357,1869,1122,1
1620,1504,1054,1
1045,1841,1511,1
1941,1388,1121,0
1318,1291,1343,1
1681,1280,1170,1
1407,1576,1106,1
1795,1196,1246,1
1123,1357,1627,1
1396,1453,1159,1
1326,1431,1220,1
1825,1181,1268,1
1848,1284,1170,0
1152,1384,1483,1
1134,1929,1361,0
1948,1296,1187,0
1930,1090,1442,0
1469,1457,1119,1
1314,1445,1222,1
1463,1081,1931,0
1197,1599,1266,1
1833,1191,1257,1
1819,1390,1095,1
1200,1257,1882,0
1216,1912,1249,0
1564,1516,1062,1
1341,1951,1155,1
1198,1680,1247,1
1286,1524,1206,1
1381,1817,1101,0
1625,1110,1380,1
1416,1223,1334,1
1633,1381,1108,1
1378,1301,1278,1
1842,1272,1180,1
1647,1488,1055,1
1388,1102,1643,1
1246,1498,1255,1
1238,1793,1203,1
1251,1942,1224,0
1001,1735,1714,1
1531,1091,1467,1
1206,1259,1589,1
1290,1345,1318,1
1023,1623,1617,1
1285,1737,1162,1
1497,1455,1109,1
1661,1023,1588,1
1390,1855,1100,0
1464,1062,1660,1
1508,1057,1904,0
1811,1450,1065,1
1338,1143,1593,1
1133,1696,1327,1
1031,1546,1810,1
1185,1265,1664,1
1150,1457,1408,1
1400,1405,1183,1
1483,1054,1666,1
1161,1421,1422,0
1652,1425,1081,1
1602,1764,1015,1
1308,1159,1616,1
1136,1797,1323,1
1119,1347,1706,1
1875,1533,1043,0
1160,1364,1495,1
1975,1298,1195,0
1382,1744,1097,1
1390,1100,1651,1
1198,1248,1830,1
1388,1099,1660,1
1123,1844,1349,1
1783,1457,1060,1
1546,1029,1719,1
1706,1421,1077,1
1835,1411,1086,1
1282,1228,1484,1
1157,1320,1911,0
1919,1063,1500,0
1161,1421,1422,0
1377,1428,1185,1
1314,1910,1161,1
1058,1593,1507,1
1125,1375,1572,1
1567,1585,1042,1
1308,1151,1839,1
1424,1168,1407,1
1508,1266,1231,1
1291,1238,1451,1
1219,1877,1236,1
1556,1026,1728,1
1080,1423,1835,1
1903,1162,1310,0
1788,1135,1322,1
1512,1399,1131,1
1456,1459,1125,1
1284,1409,1272,1
1472,1827,1058,1
1128,1497,1417,1
1523,1245,1244,1
1309,1440,1229,1
1349,1128,1874,1
1339,1202,1445,1
1630,1062,1476,1
1903,1393,1109,0
1528,1036,1693,1
1486,1595,1066,1
1059,1892,1496,0
1303,1578,1172,1
1540,1264,1219,1
1963,1239,1243,1
1729,1015,1601,1
1745,1349,1116,1
1178,1272,1671,1
1585,1026,1641,1
1323,1435,1220,1
1123,1360,1620,1
1145,1463,1412,1
1023,1760,1566,1
1656,1511,1045,1
1992,1190,1314,0
1387,1097,1809,1
1219,1510,1278,1
1876,1343,1133,1
1000,1749,1735,1
1191,1253,1694,1
1577,1806,1022,1
1026,1663,1575,1
1718,1161,1286,1
1195,1536,1293,1
1130,1360,1590,1
1465,1149,1404,1
1002,1707,1708,1
1941,1248,1227,1
1571,1838,1027,1
1088,1917,1441,0
1588,1026,1639,1
1086,1884,1428,0
3218,3348,3406,0
3805,3356,3114,0
3633,3748,3009,0
3761,3000,3737,0
3243,3289,3445,0
3060,3563,3524,0
3339,3988,3169,0
3787,3251,3191,0
3745,3349,3116,0
3246,3203,3847,0
3061,3653,3471,0
3007,3689,3666,0
3553,3421,3106,0
3360,3579,3133,0
