z1,z2,z3,nondominated
-14,-770,-615,1
-269,-357,-332,1
-148,-359,-963,1
-9,-643,-770,1
-712,-411,-83,1
-791,-659,-8,1
-580,-591,-38,1
-300,-366,-290,1
-152,-302,-696,1
-299,-889,-168,1
-414,-454,-150,1
-259,-732,-185,1
-731,-463,-59,1
-385,-133,-535,1
-751,-120,-345,1
-120,-553,-397,1
-177,-487,-346,1
-509,-794,-42,1
-682,-86,-411,1
-32,-547,-690,1
-769,-176,-269,1
-509,-50,-636,1
-568,-398,-114,0
-732,-214,-227,1
-221,-666,-226,1
-267,-613,-194,1
-214,-460,-315,1
-341,-133,-636,1
-23,-572,-717,1
-15,-607,-741,1
-251,-205,-628,1
-191,-845,-261,1
-603,-39,-568,1
-786,-646,-9,1
-326,-170,-962,1
-570,-725,-23,1
-666,-774,-6,1
-568,-398,-114,0
-245,-215,-609,1
-741,-3,-698,1
