z1,z2,z3,nondominated
-1209,-1674,-1031,0
-1271,-1700,-1177,0
-1898,-1225,-1698,1
-1680,-1033,-1977,1
-1146,-1839,-1324,1
-1136,-1954,-1077,0
-1966,-1060,-1701,0
-1187,-1991,-1288,1
-1986,-1055,-1681,1
-1260,-1808,-1038,0
-1862,-1117,-1717,0
-1326,-1845,-1291,1
-1111,-1745,-1174,0
-1262,-1789,-1121,0
-1966,-1194,-1945,1
-1813,-1005,-1746,0
-1817,-1083,-1672,0
-1325,-1723,-1037,0
-1267,-1708,-1255,0
-1332,-1928,-1273,1
-1100,-1868,-1274,0
-1805,-1084,-1818,0
-1126,-1912,-1280,0
-1257,-1780,-1152,0
-1178,-1898,-1043,0
