z1,z2,z3,nondominated
-1053,-1736,-1168,0
-1858,-1123,-1970,0
-1893,-1131,-1914,0
-1813,-1127,-1857,0
-1905,-1005,-1949,0
-1286,-1819,-1213,0
-2000,-1241,-1826,1
-1738,-1099,-1728,0
-1084,-1993,-1246,1
-1864,-1320,-1782,1
-1168,-1857,-1238,0
-1220,-1813,-1207,0
-1995,-1060,-1968,1
-1875,-1253,-1754,0
-1068,-1670,-1197,0
-1942,-1004,-1880,0
-1902,-1309,-1876,1
-1929,-1274,-1740,1
-1698,-1087,-1923,0
-1893,-1147,-1692,0
-1698,-1220,-1935,0
-1152,-1838,-1051,0
-1966,-1194,-1945,0
-1768,-1324,-1844,1
-1244,-1716,-1024,0
-1197,-1737,-1184,0
-1334,-1709,-1274,1
-1065,-1697,-1115,0
-1246,-1815,-1106,0
-1994,-1138,-1701,0
-1167,-1738,-1250,0
-1974,-1123,-1902,1
-1204,-1822,-1329,0
-1867,-1267,-1995,1
-1675,-1271,-1774,0
-1858,-1130,-1860,0
-1140,-1744,-1138,0
-1859,-1128,-1695,0
-1792,-1029,-1884,0
-1845,-1279,-1966,0
-1678,-1056,-1901,0
-1749,-1307,-1851,0
-1082,-1721,-1300,0
-1702,-1040,-1808,0
-1950,-1135,-1699,0
-1822,-1235,-1728,0
-1976,-1230,-1706,0
-1190,-1803,-1102,0
-1153,-1892,-1154,0
-1776,-1022,-1812,0
-1144,-1998,-1137,1
-1960,-1151,-2000,1
-1180,-1982,-1118,0
-1209,-1937,-1333,1
-1970,-1196,-1980,1
-1141,-1956,-1180,0
-1976,-1021,-1726,0
-1115,-1666,-1311,0
-1704,-1082,-1760,0
-1967,-1044,-1745,0
-1302,-1769,-1075,0
-1150,-1684,-1040,0
-1218,-1853,-1030,0
-1180,-1708,-1113,0
-1325,-1881,-1263,1
-1001,-1698,-1035,0
-1941,-1216,-1915,0
-1145,-1753,-1265,0
-1686,-1308,-1858,0
-1157,-1822,-1156,0
-1756,-1241,-1732,0
-1671,-1093,-1711,0
-1788,-1134,-1676,0
-1724,-1250,-1740,0
-1015,-1963,-1271,0
-1957,-1232,-1958,1
-1304,-1915,-1183,1
-1701,-1160,-1859,0
-1263,-1698,-1020,0
-1750,-1139,-1808,0
-1768,-1124,-1809,0
-1018,-1700,-1314,0
-1742,-1319,-1896,1
-1038,-1957,-1202,0
-1029,-1768,-1267,0
-1898,-1313,-1890,1
-1857,-1002,-1866,0
-1134,-1684,-1156,0
-1266,-1889,-1048,0
-1766,-1306,-1678,0
-1214,-1909,-1119,0
-1731,-1160,-1954,0
-1114,-1897,-1211,0
-1240,-1786,-1009,0
-1241,-1990,-1318,1
-1071,-1891,-1254,0
-1929,-1119,-1889,0
-1091,-1857,-1043,0
-1844,-1062,-1928,0
-1922,-1299,-1981,1
