z1,z2,z3,nondominated
-1190,-1628,-1267,1
-1025,-1765,-1559,1
-1145,-1366,-1973,1
-1045,-1507,-1828,1
-1771,-1122,-1341,1
-1853,-1502,-1050,1
-1624,-1015,-1673,1
-1226,-1309,-1445,1
-1209,-1242,-1644,1
-1218,-1332,-1427,1
-1827,-1482,-1054,1
-1400,-1379,-1200,1
-1343,-1778,-1121,0
-1763,-1663,-1005,1
-1095,-1542,-1450,1
-1292,-1175,-1603,1
-1227,-1799,-1214,1
-1830,-1353,-1119,1
-1550,-1028,-1793,1
-1348,-1932,-1144,1
-1488,-1347,-1175,1
-1068,-1474,-1896,1
-1499,-1113,-1443,1
-1203,-1277,-1951,1
-1474,-1059,-1840,1
-1316,-1902,-1157,1
-1956,-1199,-1285,1
-1957,-1248,-1233,1
-1001,-1735,-1714,1
-1438,-1163,-1403,1
