z1,z2,z3,nondominated
5,1,7,0
8,8,5,0
8,10,9,0
3,10,3,0
7,8,5,0
8,6,4,0
10,9,4,0
5,7,4,0
3,6,7,0
8,3,4,0
6,3,3,0
4,8,2,0
8,2,7,0
9,9,2,0
5,6,10,0
3,1,3,0
8,6,10,0
6,4,7,0
5,4,2,0
2,9,1,0
7,8,7,0
6,5,4,0
5,8,3,0
6,1,9,0
10,3,3,0
10,8,5,0
5,8,6,0
4,1,10,0
4,8,10,0
5,6,5,0
7,1,2,0
5,3,7,0
3,1,9,0
5,9,4,0
2,8,3,0
7,2,10,0
9,7,1,0
8,9,9,0
4,2,8,0
2,7,2,0
4,9,5,0
4,9,1,0
6,5,5,0
9,10,8,0
4,10,3,0
1,6,8,0
2,10,10,0
10,7,1,0
10,8,6,0
5,7,8,0
10,2,8,0
6,9,5,0
9,5,2,0
4,8,5,0
2,4,2,0
8,9,8,0
1,4,3,0
3,10,10,0
8,10,7,0
8,2,1,1
10,10,3,0
7,7,7,0
4,2,4,0
5,4,10,0
9,9,10,0
8,9,10,0
9,2,1,0
7,7,4,0
2,8,7,0
8,10,2,0
5,5,2,0
7,8,4,0
4,8,1,0
5,8,10,0
1,7,1,1
2,6,9,0
9,6,3,0
6,7,7,0
1,1,2,1
7,2,8,0
3,8,5,0
6,5,4,0
7,10,2,0
4,5,9,0
1,4,4,0
5,6,3,0
5,2,7,0
9,8,10,0
5,5,3,0
4,2,5,0
2,5,4,0
3,6,5,0
2,5,4,0
4,6,8,0
5,1,2,0
4,7,1,0
10,7,10,0
5,4,5,0
8,6,1,0
4,1,2,0
19,19,17,0
14,13,12,0
18,15,13,0
12,14,14,0
11,13,16,0
16,12,19,0
11,16,18,0
16,15,16,0
11,11,12,0
11,13,11,0
