z1,z2,z3,nondominated
-768,-479,-350,0
-848,-909,-946,1
-660,-742,-621,0
-782,-867,-505,0
-424,-789,-464,0
-486,-931,-44,0
-459,-505,-4,0
-834,-766,-276,0
-815,-341,-366,0
-945,-297,-44,0
-311,-698,-393,0
-427,-97,-747,0
-988,-698,-694,0
-360,-324,-542,0
-587,-41,-819,0
-252,-64,-108,0
-118,-428,-255,0
-48,-536,-315,0
-313,-764,-991,0
-818,-422,-331,0
-781,-608,-82,0
-579,-119,-478,0
-560,-52,-984,0
-981,-903,-332,0
-181,-195,-23,0
-381,-952,-511,0
-16,-162,-648,0
-451,-600,-154,0
-425,-693,-810,0
-193,-634,-571,0
-565,-501,-274,0
-939,-617,-766,0
-683,-830,-351,0
-418,-798,-22,0
-207,-826,-174,0
-700,-929,-242,0
-253,-510,-519,0
-612,-400,-772,0
-430,-825,-531,0
-377,-277,-761,0
-155,-92,-608,0
-139,-544,-401,0
-332,-666,-739,0
-292,-787,-513,0
-794,-776,-562,0
-240,-197,-289,0
-578,-913,-811,1
-999,-989,-768,1
-333,-184,-389,0
-241,-339,-683,0
-287,-568,-570,0
-279,-435,-193,0
-292,-997,-738,1
-561,-973,-386,0
-484,-731,-827,0
-878,-406,-643,0
-400,-731,-687,0
-7,-893,-347,0
-757,-548,-840,0
-914,-391,-578,0
-292,-787,-513,0
-78,-355,-448,0
-912,-427,-903,1
-284,-848,-729,0
-244,-938,-994,1
-631,-400,-5,0
-694,-95,-161,0
-500,-643,-138,0
-881,-236,-129,0
-257,-611,-83,0
-50,-796,-540,0
-733,-909,-436,0
-620,-60,-936,0
-787,-406,-717,0
-828,-754,-300,0
-146,-662,-917,0
-614,-863,-945,0
-731,-5,-674,0
-985,-897,-221,0
-226,-663,-547,0
-815,-875,-995,1
-805,-202,-839,0
-529,-997,-508,1
-32,-999,-339,1
-484,-412,-128,0
-250,-775,-963,0
-183,-100,-536,0
-804,-345,-928,0
-967,-865,-861,1
-342,-694,-1,0
-498,-923,-511,0
-732,-951,-227,0
-191,-811,-729,0
-86,-173,-222,0
-467,-519,-297,0
-933,-527,-614,0
-956,-391,-67,0
-300,-845,-605,0
-709,-873,-232,0
-421,-853,-169,0
-367,-852,-260,0
-848,-684,-610,0
-942,-576,-677,0
-78,-481,-469,0
-947,-115,-185,0
-892,-567,-951,1
-111,-958,-320,0
-329,-928,-311,0
-11,-752,-933,0
-549,-720,-284,0
-264,-591,-953,0
-424,-789,-464,0
-474,-673,-816,0
-683,-792,-589,0
-827,-747,-160,0
-96,-40,-743,0
-111,-872,-491,0
-698,-669,-948,0
-931,-972,-451,0
-960,-186,-378,0
-331,-553,-430,0
