z1,z2,z3,nondominated
-318,-838,-133,0
-749,-64,-773,0
-983,-255,-782,1
-916,-185,-746,0
-736,-209,-927,0
-689,-48,-880,0
-14,-671,-217,0
-250,-898,-11,0
-837,-71,-833,0
-63,-818,-262,0
-742,-233,-858,0
-940,-44,-745,0
-952,-73,-898,0
-40,-685,-274,0
-170,-905,-53,0
-18,-736,-10,0
-9,-869,-201,0
-819,-277,-718,0
-23,-723,-301,0
-198,-760,-150,0
-952,-73,-898,0
-686,-66,-862,0
-213,-894,-31,0
-706,-220,-981,0
-26,-757,-133,0
-899,-286,-712,0
-989,-127,-918,1
-279,-974,-319,1
-37,-826,-93,0
-867,-298,-990,1
-7,-682,-45,0
-902,-155,-687,0
-8,-861,-114,0
-749,-300,-702,0
-249,-931,-329,1
-942,-146,-755,0
-702,-104,-875,0
-108,-865,-214,0
-709,-205,-852,0
-11,-900,-154,0
-122,-694,-20,0
-94,-946,-282,0
-948,-77,-727,0
-329,-839,-149,1
-856,-137,-990,0
-61,-757,-153,0
-678,-251,-861,0
-802,-291,-682,0
-837,-54,-977,0
-309,-809,-102,0
-885,-61,-799,0
-112,-699,-243,0
-144,-991,-325,1
-834,-188,-748,0
-849,-86,-905,0
-861,-167,-730,0
-803,-307,-750,0
-775,-127,-739,0
-49,-839,-75,0
-929,-110,-861,0
-6,-767,-85,0
-158,-811,-149,0
-720,-79,-754,0
-246,-829,-43,0
-929,-331,-809,1
-175,-972,-113,0
-786,-139,-675,0
-130,-841,-324,0
-242,-946,-151,0
-123,-699,-195,0
-205,-782,-182,0
-322,-697,-261,1
-881,-299,-785,0
-275,-670,-188,0
-85,-919,-196,0
-731,-94,-756,0
-19,-737,-41,0
-140,-915,-102,0
-95,-724,-262,0
-195,-984,-244,1
-953,-148,-811,1
-287,-873,-134,1
-301,-688,-148,0
-142,-827,-98,0
-201,-915,-278,0
-917,-220,-722,0
-982,-104,-863,0
-244,-916,-140,0
-277,-890,-163,0
-164,-921,-295,0
-76,-979,-282,0
-263,-929,-327,1
-896,-270,-680,0
-852,-318,-813,0
-228,-713,-6,0
-979,-97,-942,1
-60,-787,-38,0
-49,-693,-19,0
-2,-859,-85,0
-773,-85,-881,0
-264,-764,-5,0
-225,-896,-224,0
-20,-860,-263,0
-730,-63,-874,0
-179,-923,-128,0
-955,-130,-806,1
-262,-765,-332,1
-910,-334,-862,1
-987,-43,-709,0
-806,-43,-913,0
-204,-756,-241,0
-672,-86,-700,0
-109,-882,-29,0
-770,-233,-948,0
-268,-980,-4,0
-929,-243,-916,1
-904,-117,-871,0
-280,-719,-333,1
-204,-889,-310,0
-275,-989,-144,1
-801,-64,-804,0
