z1,z2,z3,nondominated
-406,-324,-980,1
-235,-795,-766,1
-908,-562,-69,1
-98,-941,-499,1
-160,-514,-946,1
-677,-784,-559,1
-393,-900,-597,1
-301,-962,-482,1
-806,-662,-541,1
-934,-408,-516,1
-273,-938,-547,1
-361,-768,-781,1
-772,-780,-156,1
-578,-200,-923,1
-163,-444,-969,1
-329,-768,-788,1
-226,-786,-774,1
-342,-493,-954,1
-438,-908,-557,1
-799,-760,-207,1
-853,-592,-538,1
-612,-124,-895,1
-574,-916,-132,1
-441,-224,-975,1
-850,-40,-648,1
-51,-603,-881,1
-490,-553,-893,1
-992,-336,-181,1
-357,-576,-917,1
-830,-612,-559,1
-481,-799,-706,1
-562,-497,-886,1
-586,-657,-784,1
-234,-829,-727,1
-727,-435,-799,1
-279,-870,-672,1
