z1,z2,z3,nondominated
-1816,-1831,-1325,0
-1487,-1815,-1657,0
-1295,-1851,-1409,0
-1972,-1262,-1514,0
-1244,-1266,-1785,0
-1860,-1846,-1465,1
-1277,-1773,-1508,0
-1546,-1181,-1651,0
-1239,-1452,-1127,0
-1528,-1715,-1882,0
-1452,-1441,-1513,0
-1341,-1289,-1949,0
-1263,-1342,-1383,0
-1696,-1559,-1135,0
-1570,-1699,-1662,0
-1580,-1406,-1797,0
-1928,-1974,-1299,1
-1303,-1195,-1887,0
-1387,-1317,-1337,0
-1325,-1680,-1120,0
-1314,-1676,-1964,1
-1615,-1754,-1840,0
-1476,-1415,-1760,0
-1571,-1895,-1246,0
-1171,-1212,-1691,0
-1809,-1547,-1902,1
-1769,-1703,-1360,0
-1765,-1684,-1168,0
-1710,-1915,-1660,0
-1172,-1909,-1782,0
-1896,-1489,-1694,0
-1585,-1088,-1957,0
-1183,-1001,-1966,0
-1204,-1652,-1317,0
-1292,-1707,-1971,1
-1954,-1429,-1182,0
-1830,-1285,-1394,0
-1284,-1446,-1807,0
-1849,-1923,-1897,1
-1409,-1585,-1477,0
-1006,-1731,-1339,0
-1720,-1055,-1140,0
-1869,-1094,-1342,0
-1421,-1498,-1280,0
-1511,-1480,-1714,0
-1150,-1990,-1014,1
-1982,-1604,-1810,1
-1517,-1435,-1719,0
-1699,-1407,-1975,1
