z1,z2,z3,nondominated
-632,-42,-535,1
-92,-830,-401,1
-933,-420,-103,1
-686,-28,-560,1
-346,-395,-230,1
-29,-548,-724,1
-176,-664,-277,1
-217,-497,-289,1
-11,-700,-639,1
-421,-319,-234,1
-623,-311,-157,1
-899,-151,-326,1
-467,-420,-140,1
-254,-190,-784,1
-721,-15,-611,1
-613,-15,-801,1
-706,-153,-301,1
-41,-510,-730,1
-420,-230,-324,1
-198,-574,-276,1
-352,-755,-115,1
-396,-710,-91,1
-634,-10,-762,1
-20,-663,-607,1
-403,-89,-813,0
-124,-686,-344,1
-686,-73,-435,1
-637,-257,-198,1
-789,-199,-244,1
-447,-95,-949,1
-28,-698,-556,1
-154,-547,-345,1
-809,-25,-572,1
-738,-14,-611,1
-258,-219,-559,1
-45,-574,-568,1
-50,-505,-851,1
-609,-110,-387,1
-254,-773,-190,1
-781,-154,-297,1
