z1,z2,z3,nondominated
-287,-292,-998,1
-814,-324,-739,1
-997,-297,-305,1
-544,-940,-250,1
-322,-823,-729,1
-746,-755,-500,1
-503,-118,-943,1
-70,-723,-804,0
-243,-516,-951,1
-922,-182,-576,1
-723,-829,-188,1
-78,-863,-646,1
-596,-274,-915,1
-86,-582,-902,1
-406,-324,-980,1
-158,-652,-877,1
-975,-289,-440,1
-658,-465,-842,1
-100,-469,-951,0
-135,-537,-933,1
-859,-645,-442,1
-524,-893,-524,1
-180,-990,-348,1
-585,-74,-898,0
-693,-835,-408,1
-648,-282,-885,1
-670,-488,-824,1
-558,-904,-49,1
-730,-823,-311,1
-493,-935,-435,1
-791,-699,-513,1
-360,-653,-873,1
-522,-136,-940,1
-680,-865,-262,1
-552,-697,-772,1
-194,-729,-825,1
-361,-989,-185,1
-227,-414,-982,1
-281,-452,-972,1
-726,-523,-762,1
-882,-624,-95,1
-752,-764,-467,1
-849,-388,-680,1
-433,-922,-528,1
-934,-408,-516,1
-877,-652,-341,1
-953,-280,-510,1
-636,-400,-876,1
-738,-673,-632,1
