z1,z2,z3,nondominated
-166,-10,-630,0
-979,-139,-687,1
-377,-270,-525,0
-813,-667,-962,1
-970,-429,-815,1
-579,-458,-8,0
-138,-346,-726,0
-724,-671,-49,0
-136,-813,-490,0
-914,-10,-522,0
-477,-989,-78,1
-300,-454,-42,0
-683,-505,-278,0
-239,-543,-554,0
-625,-221,-17,0
-282,-153,-460,0
-833,-581,-600,0
-554,-638,-845,0
-934,-360,-347,0
-909,-933,-785,1
-124,-714,-836,1
-570,-657,-284,0
-421,-48,-447,0
-923,-914,-234,1
-668,-689,-402,0
-954,-42,-281,0
-544,-32,-657,0
-267,-693,-420,0
-942,-576,-677,1
-31,-484,-980,1
-248,-484,-443,0
-945,-197,-745,0
-614,-46,-890,0
-729,-837,-601,0
-784,-759,-493,0
