z1,z2,z3,nondominated
8,2,8,0
6,3,9,0
9,6,1,0
3,5,10,0
9,6,6,0
5,10,2,1
10,5,4,0
4,5,10,0
1,7,9,0
6,9,6,0
4,5,10,0
2,6,9,0
2,6,9,0
6,2,9,0
8,2,8,0
9,3,7,0
5,9,7,0
4,10,4,0
5,10,3,0
6,9,5,0
9,5,5,0
5,7,9,0
4,7,8,0
3,5,10,0
4,5,10,0
5,9,6,0
6,9,3,0
8,8,6,0
6,9,4,0
4,9,7,0
6,3,9,0
8,7,2,1
8,4,8,0
7,3,9,0
2,8,8,0
2,8,8,0
4,10,5,0
8,8,6,0
7,9,5,0
10,4,3,0
10,5,5,0
5,10,3,0
6,6,9,0
3,5,10,0
7,7,7,0
7,8,5,1
9,5,7,0
8,4,8,0
7,9,4,0
9,3,7,0
9,3,7,0
10,3,4,0
10,5,5,0
6,9,4,0
10,3,4,0
3,6,9,0
10,6,4,0
7,9,5,0
8,7,6,0
3,10,4,0
5,8,7,0
5,10,3,0
8,7,6,0
4,3,10,1
9,6,2,0
8,8,2,0
4,10,5,0
4,9,7,0
6,9,3,0
10,4,5,0
6,4,9,0
6,1,9,1
2,7,9,0
7,6,8,0
9,6,3,0
3,10,5,0
9,7,3,0
5,7,8,0
7,3,9,0
4,7,9,0
2,8,7,0
5,5,9,1
4,7,9,0
6,4,9,0
8,6,7,0
10,6,3,0
10,5,5,0
3,8,8,0
2,9,7,0
4,9,6,0
10,4,2,1
4,4,10,0
6,3,10,0
7,6,8,0
9,7,5,0
9,6,6,0
8,6,7,0
4,4,10,0
6,3,9,0
8,8,3,0
6,7,8,0
10,4,4,0
6,6,9,0
5,9,6,0
9,6,3,0
5,2,10,1
8,8,4,0
9,7,1,0
10,4,3,0
5,8,7,0
8,8,2,0
8,2,8,0
5,10,3,0
7,6,8,0
7,6,8,0
8,8,5,0
7,6,8,0
7,9,4,0
5,8,7,0
8,4,7,1
8,8,3,0
9,4,6,0
5,10,3,0
4,4,10,0
8,8,4,0
5,9,6,0
7,7,7,0
8,8,4,0
8,2,8,0
7,8,6,0
5,3,10,0
6,2,9,0
8,6,7,0
9,3,6,0
5,10,5,0
3,10,5,0
5,6,9,0
1,8,7,0
6,9,4,0
3,10,4,0
1,7,8,1
4,6,9,0
9,6,5,0
10,3,5,0
7,9,5,0
1,8,7,0
2,7,9,0
10,4,4,0
3,7,9,0
5,9,7,0
3,7,9,0
4,9,7,0
8,6,6,0
9,3,7,0
7,9,1,1
6,7,8,0
9,6,1,0
4,9,7,0
9,5,6,0
8,8,2,0
8,8,3,0
3,9,7,0
7,2,9,0
7,4,9,0
8,8,4,0
10,4,5,0
8,6,7,0
5,9,6,0
9,3,6,0
10,4,4,0
7,7,7,0
9,5,2,1
2,9,7,0
5,8,8,0
10,4,6,0
4,10,6,0
7,7,8,0
3,9,6,1
5,7,9,0
5,4,10,0
8,6,6,0
3,4,10,1
9,3,7,0
8,3,8,0
6,9,4,0
9,2,6,1
6,7,8,0
8,8,3,0
6,9,4,0
7,8,6,0
8,6,7,0
8,2,8,0
9,7,3,0
7,8,6,0
6,7,9,0
5,8,8,0
18,18,14,0
15,15,20,0
16,18,17,0
17,19,12,0
13,19,16,0
20,14,15,0
13,16,19,0
13,18,18,0
14,19,16,0
16,19,12,0
13,20,15,0
15,14,20,0
12,19,16,0
11,18,17,0
