z1,z2,z3,nondominated
-1681,-1663,-1704,1
-1194,-1655,-1879,1
-1361,-1399,-1977,1
-1540,-1247,-1942,1
-1158,-1674,-1862,1
-1746,-1076,-1785,1
-1699,-1022,-1806,1
-1948,-1506,-1352,1
-1866,-1522,-1581,1
-1095,-1926,-1536,1
-1664,-1026,-1834,0
-1739,-1815,-1309,1
-1936,-1486,-1440,1
-1813,-1721,-1096,1
-1906,-1223,-1613,1
-1864,-1680,-1224,1
-1725,-1814,-1115,0
-1911,-1565,-1089,1
-1607,-1025,-1870,1
-1981,-1157,-1391,1
-1380,-1917,-1568,1
-1689,-1241,-1858,1
-1387,-1936,-1520,1
-1545,-1867,-1557,1
-1503,-1449,-1927,1
-1373,-1284,-1989,1
-1176,-1990,-1348,0
-1815,-1338,-1736,1
-1308,-1990,-1356,1
-1963,-1291,-1479,1
