z1,z2,z3,nondominated
-1911,-1093,-1568,1
-1162,-1418,-1976,1
-1227,-1632,-1895,1
-1302,-1975,-1435,1
-1848,-1700,-1294,1
-1989,-1380,-1253,1
-1578,-1564,-1847,1
-1203,-1552,-1935,1
-1950,-1506,-1169,1
-1924,-1567,-1337,1
-1882,-1564,-1505,1
-1869,-1619,-1456,1
-1513,-1650,-1828,1
-1539,-1529,-1883,1
-1956,-1222,-1502,1
-1201,-1956,-1499,1
-1768,-1720,-1520,1
-1378,-1259,-1989,1
-1826,-1724,-1331,1
-1854,-1509,-1612,1
-1579,-1081,-1902,1
-1403,-1144,-1976,1
-1601,-1911,-1196,1
-1682,-1735,-1625,1
-1978,-1359,-1392,1
