z1,z2,z3,nondominated
-297,-532,-944,1
-392,-954,-466,1
-262,-759,-801,1
-151,-917,-578,1
-380,-173,-985,0
-594,-172,-912,1
-25,-647,-845,0
-856,-635,-33,0
-916,-463,-522,1
-946,-529,-229,1
-441,-495,-933,1
-73,-753,-778,0
-976,-352,-409,1
-625,-779,-628,1
-202,-878,-658,1
-838,-519,-631,1
-655,-674,-718,1
-960,-355,-470,1
-528,-194,-944,1
-824,-523,-650,1
-436,-976,-289,0
-809,-749,-216,1
-661,-848,-442,1
-304,-694,-853,1
-86,-483,-944,0
-939,-519,-377,1
-994,-238,-344,1
-193,-808,-748,1
-828,-249,-728,1
-950,-510,-321,1
-430,-970,-362,1
-893,-620,-140,1
-849,-602,-533,1
-814,-737,-161,1
-908,-563,-72,0
-482,-719,-788,1
-768,-42,-751,0
-563,-908,-428,1
-258,-938,-550,1
-147,-919,-573,1
-745,-797,-384,1
-224,-805,-755,1
-153,-379,-982,1
-960,-374,-457,1
-99,-844,-683,1
-745,-417,-789,1
-937,-551,-219,1
-478,-942,-429,1
-382,-795,-749,1
-243,-608,-909,1
-793,-326,-762,1
-448,-929,-500,1
-699,-850,-211,1
-992,-361,-236,1
-401,-924,-543,1
-900,-478,-546,1
-407,-940,-500,1
-952,-501,-165,1
-673,-501,-817,1
-855,-278,-692,1
-896,-605,-392,1
-967,-411,-402,1
-554,-762,-707,1
-99,-882,-625,1
-217,-305,-997,1
-534,-491,-901,1
-645,-650,-747,1
-919,-413,-549,1
-281,-999,-249,1
-356,-901,-608,1
-999,-231,-279,1
-400,-258,-985,1
-855,-82,-661,0
-977,-212,-429,1
-908,-608,-216,1
-792,-756,-364,1
-613,-862,-489,1
-706,-711,-628,1
-964,-221,-479,1
-441,-676,-837,1
-871,-566,-529,1
-304,-547,-937,1
-494,-232,-959,1
-436,-976,-289,0
-510,-735,-760,1
-863,-682,-224,1
-424,-589,-897,1
-426,-979,-267,1
-358,-342,-987,1
-679,-854,-133,1
-885,-271,-649,1
-162,-876,-654,0
-163,-483,-958,1
-565,-602,-833,1
-845,-299,-704,1
-750,-807,-298,1
-553,-344,-930,1
-458,-618,-870,1
-954,-298,-506,1
-590,-447,-889,1
-540,-118,-929,0
-652,-882,-291,1
-701,-193,-847,1
-417,-736,-797,1
-183,-867,-672,1
-218,-522,-948,1
-877,-515,-565,1
-351,-491,-953,1
-931,-197,-560,1
-409,-975,-144,0
-261,-705,-846,1
-35,-871,-612,0
-145,-561,-924,1
-845,-58,-664,0
-785,-433,-743,1
-729,-826,-286,1
-935,-358,-537,1
-855,-599,-524,1
-927,-549,-126,0
-701,-844,-174,1
-463,-302,-967,1
