z1,z2,z3,nondominated
4,10,4,0
2,8,8,1
8,7,6,0
10,3,5,0
5,3,10,0
5,3,10,0
9,3,7,1
8,7,7,0
4,9,6,0
2,9,6,0
6,2,9,1
7,8,6,0
8,7,6,0
3,4,10,0
9,5,6,0
3,8,8,0
2,5,10,0
8,1,8,1
5,8,7,1
5,6,9,1
8,4,8,0
7,6,8,0
9,5,7,0
7,9,2,0
10,4,4,1
9,6,5,1
6,6,9,0
3,9,6,0
4,9,7,0
8,7,7,0
3,10,4,0
9,5,7,0
8,8,5,0
3,4,10,0
3,5,10,0
2,9,6,0
3,7,9,1
5,10,2,0
5,2,10,1
8,6,8,0
7,6,8,0
7,8,2,0
2,5,10,0
7,9,5,0
8,3,8,0
5,10,2,0
4,7,9,0
3,10,4,0
5,8,8,0
10,3,5,0
8,8,5,0
6,3,9,0
5,10,5,0
3,10,4,0
6,9,4,0
3,9,7,0
3,8,8,0
6,9,3,1
7,1,9,1
5,9,7,0
4,10,4,0
7,8,1,1
5,10,2,0
9,5,6,0
14,18,18,0
18,18,13,0
16,15,19,0
20,13,15,0
19,15,17,0
16,13,20,0
11,18,17,0
14,15,20,0
