z1,z2,z3,nondominated
-713,-417,-175,0
-249,-304,-665,0
-208,-837,-864,0
-730,-782,-959,1
-50,-862,-435,0
-692,-788,-509,1
-654,-888,-31,1
-271,-317,-922,0
-643,-572,-383,0
-885,-414,-847,1
-507,-898,-37,1
-587,-569,-500,0
-758,-301,-686,0
-899,-434,-778,1
-552,-511,-599,0
-443,-468,-748,0
-599,-545,-641,0
-441,-312,-108,0
-778,-727,-42,1
-734,-839,-369,1
-782,-32,-266,0
-686,-465,-994,0
-321,-179,-745,0
-638,-892,-957,1
-100,-488,-485,0
-539,-298,-168,0
-780,-646,-493,0
-274,-135,-486,0
-808,-207,-735,0
-954,-530,-46,1
-704,-808,-354,0
-832,-691,-999,1
-830,-93,-869,0
-346,-530,-671,0
-579,-600,-343,0
-556,-191,-735,0
