z1,z2,z3,nondominated
-393,-571,-913,1
-206,-438,-975,1
-365,-966,-442,1
-935,-464,-471,1
-888,-125,-625,1
-264,-397,-986,1
-685,-727,-633,1
-237,-993,-354,1
-960,-493,-238,1
-864,-213,-679,1
-858,-686,-198,1
-312,-417,-979,1
-704,-656,-689,1
-484,-145,-955,1
-273,-512,-952,1
-908,-79,-568,1
-503,-118,-943,1
-662,-454,-843,1
-589,-246,-919,1
-854,-353,-683,1
-528,-642,-827,1
-458,-618,-870,1
-977,-357,-403,1
-796,-532,-680,1
-197,-887,-642,1
-962,-121,-448,1
-160,-514,-946,1
-789,-414,-746,1
-752,-801,-334,1
-679,-279,-865,1
