z1,z2,z3,nondominated
84,342,422,1
636,423,766,0
226,663,547,0
473,775,164,0
487,282,540,0
284,343,325,0
658,423,860,0
72,907,7,1
870,732,290,0
893,150,836,0
373,262,10,1
205,972,240,0
447,834,480,0
373,783,645,0
864,413,175,0
673,263,907,0
536,110,404,0
406,108,649,0
650,147,748,0
759,349,153,0
286,439,557,0
317,620,995,0
142,235,980,0
775,201,507,0
70,169,934,0
595,659,699,0
229,696,473,0
735,469,390,0
37,508,776,1
512,773,330,0
469,175,758,0
235,124,633,0
47,48,553,1
919,365,487,0
789,63,595,0
784,849,120,0
510,811,676,0
903,580,159,0
175,527,518,0
570,296,654,0
982,640,750,0
228,918,170,0
106,870,382,0
111,551,122,1
385,484,23,0
658,36,347,1
226,32,441,1
17,538,233,1
170,852,665,0
883,476,886,0
920,437,730,0
665,258,618,0
123,46,129,1
88,904,472,0
531,364,471,0
995,922,368,0
563,464,486,0
304,194,989,0
427,631,357,0
346,607,361,0
883,849,45,0
592,406,168,0
643,41,426,1
924,841,719,0
1629,1297,1103,0
1847,1811,1908,0
1482,1264,1116,0
1167,1107,1317,0
1607,1722,1033,0
1566,1700,1209,0
1541,1391,1326,0
1988,1766,1696,0
