z1,z2,z3,nondominated
-288,-715,-78,0
-716,-254,-893,0
-228,-713,-6,0
-326,-962,-285,1
-929,-265,-904,1
-106,-892,-222,0
-117,-702,-180,0
-836,-62,-726,0
-931,-90,-679,0
-6,-795,-232,0
-849,-303,-966,1
-844,-94,-801,0
-926,-262,-988,1
-287,-690,-76,0
-708,-179,-746,0
-912,-7,-872,0
-24,-893,-21,0
-304,-940,-236,0
-140,-788,-230,0
-940,-111,-682,0
-726,-68,-975,0
-855,-156,-833,0
-224,-672,-289,0
-741,-139,-704,0
-920,-77,-721,0
-222,-972,-99,1
-143,-672,-127,0
-829,-175,-701,0
-748,-262,-684,0
-937,-38,-822,0
-333,-967,-199,1
-973,-135,-808,1
-843,-185,-840,0
-898,-37,-691,0
-763,-172,-694,0
-729,-209,-757,0
-717,-172,-842,0
-147,-908,-74,0
-116,-946,-238,0
-82,-824,-19,0
-822,-22,-976,0
-220,-873,-63,0
-697,-213,-852,0
-971,-56,-897,0
-962,-30,-764,0
-19,-891,-123,0
-321,-924,-60,0
-302,-817,-210,0
-863,-167,-941,0
-314,-701,-263,0
-831,-20,-810,0
-686,-147,-909,0
-106,-763,-276,0
-330,-913,-156,0
-131,-687,-87,0
-818,-100,-722,0
-70,-753,-291,0
-718,-97,-980,0
-48,-673,-225,0
-750,-117,-785,0
-766,-24,-715,0
-298,-831,-44,0
-178,-671,-246,0
-793,-256,-860,0
-280,-720,-301,1
-66,-880,-39,0
-2,-984,-122,1
-195,-973,-323,1
-954,-313,-701,1
-253,-885,-83,0
-890,-132,-805,0
-743,-324,-883,1
-981,-184,-749,1
-833,-268,-864,0
-39,-993,-79,1
-34,-959,-68,0
-89,-992,-14,1
-251,-730,-236,0
-250,-732,-46,0
-182,-907,-118,0
-948,-1,-681,0
-912,-267,-991,1
-693,-324,-706,0
-221,-719,-164,0
-1,-877,-33,0
-819,-257,-768,0
-810,-70,-880,0
-6,-870,-110,0
-152,-983,-206,1
-145,-848,-160,0
-979,-97,-942,1
-231,-753,-222,0
-22,-709,-109,0
-267,-713,-325,1
-316,-671,-95,0
-902,-155,-687,0
-716,-285,-781,0
-183,-927,-208,0
-231,-989,-67,1
-913,-175,-775,0
