z1,z2,z3,nondominated
-674,-232,-724,0
-172,-992,-231,1
-144,-975,-174,0
-252,-950,-227,1
-91,-908,-182,0
-667,-45,-733,0
-289,-687,-78,0
-181,-788,-322,0
-884,-308,-823,1
-306,-936,-334,1
-731,-259,-710,0
-791,-184,-782,0
-188,-678,-143,0
-980,-1,-750,0
-916,-131,-834,0
-863,-204,-814,0
-238,-936,-212,0
-794,-30,-710,0
-144,-706,-64,0
-820,-78,-775,0
-987,-43,-709,0
-98,-901,-146,0
-687,-26,-865,0
-709,-205,-852,0
-672,-179,-705,0
-85,-747,-71,0
-9,-949,-85,0
-94,-722,-300,0
-815,-324,-670,1
-911,-35,-791,0
-9,-876,-162,0
-204,-968,-298,0
-888,-303,-756,1
-735,-122,-924,0
-214,-876,-136,0
-271,-853,-186,0
-14,-993,-293,1
-733,-218,-968,0
-192,-800,-53,0
-777,-200,-717,0
-767,-186,-884,0
-936,-211,-855,1
-293,-779,-28,0
-200,-811,-323,0
-212,-684,-182,0
-781,-166,-876,0
-797,-233,-993,1
-692,-304,-814,0
-812,-61,-802,0
-767,-29,-962,0
-916,-143,-824,0
-207,-940,-328,1
-73,-862,-255,0
-753,-155,-698,0
-250,-969,-302,1
-712,-140,-799,0
-767,-186,-884,0
-134,-751,-86,0
-258,-765,-89,0
-694,-275,-729,0
-842,-41,-887,1
-186,-893,-268,0
-249,-738,-203,0
-136,-952,-236,0
-911,-281,-710,1
-5,-795,-31,0
-818,-205,-739,0
-678,-227,-731,0
-259,-854,-228,0
-65,-902,-140,0
-257,-768,-234,0
-143,-716,-228,0
-213,-762,-327,0
-18,-943,-42,0
-982,-18,-765,1
-161,-696,-152,0
-107,-783,-275,0
-44,-965,-331,1
-233,-963,-113,0
-910,-49,-737,0
-968,-23,-842,1
-156,-815,-334,0
-30,-884,-333,0
-894,-36,-997,1
-992,-58,-753,1
-675,-246,-670,0
-937,-193,-721,1
-185,-950,-78,0
-105,-981,-9,0
-879,-55,-831,0
-971,-4,-749,0
-772,-194,-874,0
-734,-147,-878,0
-138,-687,-145,0
-307,-904,-147,1
-204,-805,-296,0
-24,-893,-21,0
-100,-753,-154,0
-297,-765,-6,0
-240,-710,-97,0
