z1,z2,z3,nondominated
-616,-732,-879,0
-808,-919,-978,1
-894,-609,-765,0
-423,-330,-47,0
-343,-476,-183,0
-451,-904,-173,0
-427,-631,-357,0
-460,-106,-74,0
-123,-46,-129,0
-896,-494,-781,0
-407,-995,-31,1
-698,-882,-944,0
-668,-748,-244,0
-962,-812,-108,0
-299,-355,-872,0
-353,-775,-194,0
-594,-666,-731,0
-302,-633,-254,0
-720,-844,-175,0
-993,-414,-544,1
-531,-895,-566,0
-663,-486,-27,0
-465,-512,-939,0
-153,-692,-706,0
-504,-661,-800,0
-686,-465,-994,1
-223,-513,-527,0
-317,-887,-807,0
-804,-307,-315,0
-812,-820,-39,0
-539,-39,-66,0
-134,-261,-838,0
-332,-168,-719,0
-149,-321,-201,0
-438,-310,-895,0
-249,-1,-275,0
-853,-773,-418,0
-388,-191,-121,0
-140,-952,-816,0
-742,-640,-212,0
-184,-296,-854,0
-463,-150,-606,0
-629,-953,-911,1
-643,-572,-383,0
-617,-31,-266,0
-754,-143,-962,0
-566,-178,-303,0
-282,-806,-944,0
-669,-478,-844,0
-663,-586,-478,0
-317,-639,-795,0
-561,-118,-555,0
-395,-914,-513,0
-199,-751,-39,0
-788,-289,-435,0
-29,-1,-355,0
-398,-142,-457,0
-475,-432,-323,0
-673,-274,-166,0
-899,-434,-778,0
-698,-882,-944,0
-631,-722,-54,0
-601,-326,-557,0
-256,-393,-402,0
-931,-674,-301,0
-43,-617,-169,0
-641,-713,-591,0
-643,-809,-684,0
-687,-740,-434,0
-430,-24,-567,0
-128,-576,-806,0
-671,-463,-764,0
-256,-883,-614,0
-914,-10,-522,0
-416,-913,-194,0
-512,-233,-235,0
-296,-189,-890,0
-865,-297,-501,0
-172,-986,-814,1
-980,-850,-592,1
-920,-892,-303,1
-707,-961,-613,1
-198,-445,-410,0
-905,-10,-359,0
-729,-516,-318,0
-243,-627,-271,0
-227,-345,-444,0
-103,-687,-982,1
-963,-668,-952,1
-866,-305,-614,0
-681,-440,-38,0
-321,-339,-750,0
-465,-496,-764,0
-973,-285,-117,0
-615,-789,-602,0
-421,-75,-580,0
-953,-647,-850,0
-349,-302,-584,0
-415,-19,-52,0
-804,-540,-267,0
-212,-56,-351,0
-32,-453,-702,0
-462,-96,-346,0
-281,-303,-62,0
-562,-829,-231,0
-571,-190,-807,0
-702,-815,-328,0
-950,-582,-42,0
-353,-352,-474,0
-62,-325,-558,0
-525,-137,-464,0
-199,-690,-914,0
-310,-689,-382,0
-154,-319,-126,0
-554,-641,-23,0
-244,-789,-118,0
-742,-722,-691,0
-953,-647,-850,0
-629,-221,-869,0
-439,-630,-962,0
-909,-939,-861,1
