z1,z2,z3,nondominated
1516,1056,1913,0
1335,1172,1987,0
1317,1548,1172,0
1551,1889,1040,0
1017,1744,1591,0
1599,1015,1761,0
1140,1358,1558,0
1606,1424,1090,0
1109,1907,1394,0
1618,1212,1245,0
1435,1439,1144,0
1619,1361,1123,0
1332,1188,1483,0
1450,1128,1457,0
1662,1683,1008,0
1133,1332,1838,0
1075,1835,1434,0
1820,1037,1529,0
1008,1665,1685,0
1063,1782,1451,0
1279,1264,1427,0
1463,1063,1841,0
1233,1269,1496,0
1700,1431,1073,0
1304,1147,1727,0
1172,1275,1698,0
1835,1411,1086,0
1323,1147,1881,0
1865,1521,1045,0
1949,1180,1305,0
1368,1118,1879,0
1813,1345,1122,0
1847,1030,1564,0
1161,1528,1342,0
1118,1795,1348,0
1961,1288,1198,0
146,129,125,1
176,138,110,1
156,132,117,1
116,182,131,1
181,164,101,1
167,176,101,1
