z1,z2,z3,nondominated
-1065,-1482,-1899,1
-1307,-1523,-1189,1
-1417,-1818,-1081,1
-1075,-1430,-1684,1
-1015,-1600,-1765,1
-1278,-1487,-1229,1
-1563,-1047,-1567,1
-1370,-1118,-1889,1
-1626,-1373,-1114,1
-1181,-1397,-1412,1
-1585,-1022,-1820,1
-1644,-1326,-1140,0
-1024,-1563,-1729,1
-1810,-1239,-1204,1
-1381,-1098,-1717,0
-1569,-1525,-1058,1
-1437,-1367,-1186,1
-1703,-1566,-1025,1
-1640,-1145,-1321,1
-1362,-1285,-1307,1
-1948,-1296,-1187,1
-1461,-1468,-1118,1
-1094,-1415,-1608,1
-1308,-1373,-1275,1
-1391,-1107,-1895,1
-1798,-1687,-1004,1
-1274,-1598,-1191,1
-1135,-1904,-1349,1
-1527,-1194,-1299,1
-1193,-1428,-1365,1
-1892,-1420,-1092,1
-1439,-1410,-1159,1
-1151,-1857,-1311,1
-1321,-1896,-1153,1
-1162,-1895,-1307,1
-1172,-1298,-1595,1
-1002,-1780,-1711,1
-1135,-1522,-1386,1
-1480,-1252,-1259,1
-1736,-1117,-1348,0
-1198,-1341,-1449,1
-1158,-1615,-1310,1
-1847,-1229,-1219,1
-1597,-1022,-1652,1
-1942,-1460,-1085,1
-1395,-1620,-1102,1
-1819,-1300,-1154,1
-1622,-1681,-1014,1
-1152,-1302,-1685,0
-1280,-1320,-1354,1
-1218,-1285,-1499,1
-1588,-1732,-1018,1
-1628,-1081,-1434,1
-1242,-1299,-1431,1
-1826,-1014,-1628,1
-1648,-1016,-1635,1
-1389,-1526,-1132,1
-1927,-1221,-1249,1
-1125,-1385,-1948,1
-1009,-1657,-1815,1
-1507,-1787,-1042,1
-1827,-1032,-1547,1
-1877,-1088,-1421,1
-1635,-1010,-1717,1
-1821,-1622,-1014,1
-1803,-1064,-1450,1
-1536,-1031,-1734,1
-1790,-1049,-1486,1
-1061,-1601,-1494,1
-1190,-1283,-1928,1
-1938,-1144,-1350,1
-1680,-1690,-1006,1
-1228,-1396,-1344,1
-1004,-1792,-1686,1
-1315,-1206,-1471,1
-1586,-1046,-1549,1
-1236,-1403,-1329,1
-1386,-1114,-1592,1
-1445,-1673,-1069,1
-1801,-1536,-1033,0
-1072,-1475,-1916,1
-1788,-1476,-1053,1
-1392,-1387,-1200,1
-1620,-1012,-1730,1
-1159,-1760,-1289,0
-1243,-1788,-1199,1
-1243,-1289,-1445,1
-1787,-1415,-1080,0
-1361,-1630,-1120,1
-1108,-1375,-1853,0
-1152,-1313,-1872,1
-1598,-1309,-1162,1
-1083,-1769,-1408,1
-1836,-1539,-1035,1
-1076,-1555,-1485,1
-1575,-1028,-1646,1
-1163,-1327,-1552,1
-1135,-1785,-1322,0
-1863,-1612,-1022,1
-1347,-1300,-1305,1
-1852,-1233,-1216,1
-1272,-1889,-1189,1
-1466,-1503,-1101,1
-1025,-1590,-1645,1
-1060,-1714,-1457,1
-1486,-1070,-1575,1
-1629,-1605,-1024,1
-1842,-1072,-1443,1
-1196,-1343,-1451,1
-1147,-1352,-1549,1
-1893,-1329,-1146,1
-1615,-1017,-1665,1
-1429,-1671,-1077,1
-1059,-1640,-1479,1
-1823,-1588,-1021,0
-1441,-1070,-1814,1
-1631,-1026,-1594,1
-1146,-1308,-1703,0
-1396,-1330,-1239,1
-1080,-1580,-1458,1
-1587,-1659,-1024,1
