z1,z2,z3,nondominated
-756,-675,-5,1
-289,-193,-555,1
-795,-419,-80,1
-60,-470,-830,0
-357,-796,-114,0
-141,-579,-349,1
-78,-909,-461,1
-410,-83,-765,1
-436,-117,-502,1
-487,-122,-438,1
-32,-541,-800,1
-88,-867,-420,1
-248,-920,-221,1
-757,-95,-387,1
-8,-654,-720,1
-74,-439,-665,0
-76,-462,-906,0
-110,-369,-672,1
-718,-10,-637,1
-795,-4,-696,1
-196,-251,-675,1
-779,-57,-468,1
-766,-305,-148,0
-50,-487,-785,1
-167,-321,-940,1
-889,-139,-340,1
-366,-530,-146,1
-502,-401,-136,0
-567,-166,-319,0
-122,-426,-502,1
-310,-723,-144,0
-653,-546,-36,0
-56,-620,-500,1
-109,-762,-363,1
-560,-200,-278,1
-397,-242,-328,1
-100,-379,-754,1
-451,-63,-749,1
-284,-199,-951,1
-118,-434,-503,1
-604,-666,-20,1
-498,-282,-222,1
-803,-126,-340,0
-434,-152,-429,1
-613,-321,-152,0
-80,-477,-942,1
-476,-623,-64,1
-27,-675,-570,1
-540,-35,-825,1
-16,-623,-675,1
-596,-110,-394,1
-354,-605,-131,1
-178,-306,-941,1
-46,-509,-670,1
-801,-16,-610,1
-880,-564,-36,1
-681,-4,-747,1
-336,-140,-881,1
-357,-841,-119,1
-45,-549,-597,1
-121,-371,-606,1
-209,-961,-277,1
-316,-849,-148,1
-502,-401,-136,0
-435,-78,-651,1
-217,-776,-225,1
-697,-40,-519,0
-543,-576,-52,1
-620,-745,-12,0
-328,-133,-795,0
-434,-71,-734,1
-195,-252,-822,1
-11,-730,-631,1
-758,-55,-471,1
-563,-39,-608,1
-215,-250,-591,1
-273,-914,-197,1
-357,-313,-285,1
-283,-173,-848,0
-278,-298,-385,1
-765,-66,-446,1
-669,-603,-20,1
-179,-380,-437,1
-622,-783,-13,1
-270,-470,-248,1
-806,-79,-423,1
-492,-60,-616,1
-129,-337,-823,0
-804,-579,-23,1
-876,-44,-533,1
-320,-177,-531,1
-553,-241,-237,1
-550,-30,-807,1
-435,-105,-537,1
-62,-868,-478,1
-584,-192,-280,1
-728,-1,-743,1
-432,-757,-72,1
-52,-479,-763,1
-785,-321,-137,0
-825,-370,-109,1
-645,-168,-290,0
-39,-733,-516,1
-368,-816,-109,1
-291,-188,-933,0
-308,-495,-202,1
-141,-353,-930,1
-970,-171,-330,1
-286,-553,-196,1
-210,-252,-604,1
-55,-545,-561,1
-89,-746,-398,1
-492,-486,-98,1
-32,-681,-550,1
-806,-128,-336,0
-315,-919,-164,1
-291,-188,-933,0
-986,-344,-166,1
-140,-610,-339,1
-904,-307,-166,0
-360,-809,-113,1
