z1,z2,z3,nondominated
-1608,-1179,-1419,0
-1300,-1725,-1630,0
-1018,-1199,-1600,0
-1722,-1166,-1558,0
-1686,-1576,-1473,0
-1429,-1808,-1364,0
-1391,-1234,-1536,0
-1934,-1851,-1071,0
-1149,-1062,-1379,0
-1378,-1227,-1607,0
-1471,-1229,-1057,0
-1211,-1532,-1061,0
-1805,-1519,-1282,0
-1988,-1684,-1063,1
-1953,-1432,-1596,1
-1365,-1235,-1038,0
-1039,-1709,-1227,0
-1552,-1195,-1165,0
-1820,-1956,-1855,0
-1108,-1833,-1113,0
-1179,-1251,-1033,0
-1633,-1976,-1112,0
-1270,-1750,-1052,0
-1260,-1109,-1806,0
-1877,-1247,-1947,1
-1066,-1224,-1361,0
-1937,-1892,-1086,1
-1108,-1482,-1115,0
-1729,-1584,-1381,0
-1580,-1326,-1528,0
-1357,-1196,-1811,0
-1609,-1046,-1654,0
-1724,-1013,-1960,1
-1775,-1130,-1441,0
-1125,-1469,-1479,0
-1781,-1925,-1841,0
-1989,-1021,-1172,1
-1888,-1035,-1129,0
-1869,-1094,-1342,0
-1451,-1964,-1155,0
-1501,-1228,-1334,0
-1185,-1211,-1906,0
-1740,-1754,-1168,0
-1466,-1059,-1704,0
-1201,-1564,-1102,0
-1037,-1007,-1478,0
-1230,-1928,-1074,0
-1329,-1074,-1834,0
-1810,-1618,-1182,0
-1038,-1687,-1029,0
-1422,-1486,-1109,0
-1701,-1347,-1424,0
-1300,-1872,-1953,1
-1352,-1836,-1369,0
-1698,-1639,-1988,1
-1622,-1075,-1731,0
-1222,-1759,-1636,0
-1757,-1167,-1760,0
-1334,-1603,-1254,0
-1022,-1394,-1119,0
-1976,-1238,-1484,1
-1360,-1132,-1074,0
-1388,-1245,-1622,0
-1188,-1202,-1346,0
-1445,-1645,-1157,0
-1220,-1015,-1510,0
-1531,-1081,-1251,0
-1188,-1845,-1158,0
-1383,-1549,-1343,0
-1096,-1402,-1988,0
-1239,-1878,-1097,0
-1294,-1601,-1543,0
-1572,-1229,-1646,0
-1078,-1492,-1858,0
-1897,-1216,-1814,0
-1681,-1676,-1977,1
-1079,-1963,-1834,0
-1351,-1359,-1983,0
-1821,-1135,-1538,0
-1515,-1417,-1840,0
-1419,-1608,-1905,0
-1326,-1729,-1166,0
-1244,-1890,-1478,0
-1856,-1501,-1618,1
-1970,-1437,-1357,1
-1048,-1625,-1410,0
-1766,-1648,-1061,0
-1852,-2000,-1927,1
-1502,-1328,-1545,0
-1825,-1146,-1615,0
-1621,-1679,-1848,0
-1385,-1023,-1344,0
-1585,-1312,-1473,0
-1956,-1143,-1222,0
-1705,-1647,-1817,0
-1488,-1869,-1820,0
-1216,-1197,-1387,0
-1565,-1351,-1168,0
-1746,-1119,-1596,0
-1921,-1500,-1045,0
-1230,-1646,-1040,0
-1931,-1792,-1504,1
-1758,-1015,-1626,0
-1348,-1599,-1681,0
-1321,-1566,-1415,0
-1095,-1933,-1688,0
-1092,-1813,-1837,0
-1139,-1929,-1199,0
-1930,-1392,-1278,0
-1735,-1838,-1379,0
-1656,-1169,-1428,0
-1097,-1338,-1661,0
-1220,-1333,-1310,0
-1827,-1668,-1484,0
-1627,-1648,-1927,0
-1170,-1191,-1319,0
-1245,-1032,-1873,0
-1737,-1982,-1651,0
-1972,-1418,-1906,1
-1270,-1830,-1654,0
-1176,-1695,-1955,1
