z1,z2,z3,nondominated
1648,1791,1584,0
1096,1530,1929,0
1706,1469,1804,0
1893,1631,1309,0
1842,1634,1505,0
1853,1681,1362,0
1446,1264,1974,0
1583,1921,1291,0
1425,1836,1684,0
1940,1121,1514,0
1549,1711,1760,0
1440,1537,1916,0
1673,1861,1150,0
1335,1685,1855,0
1258,1249,2000,0
1421,1225,1980,0
1542,1925,1105,0
1991,1316,1348,0
1830,1020,1666,0
1979,1290,1420,0
1623,1737,1681,0
1714,1722,1603,0
1025,1803,1704,0
1987,1361,1333,0
1923,1087,1537,0
1289,1527,1946,0
1239,1407,1983,0
1495,1730,1771,0
1579,1922,1300,0
1689,1642,1715,0
1711,1577,1744,0
1767,1583,1679,0
1691,1856,1219,0
1329,1723,1826,0
1806,1498,1688,0
1475,1553,1898,0
1712,1820,1094,0
1368,1640,1880,0
1488,1603,1867,0
1991,1189,1347,0
1614,1838,1541,0
1712,1790,1009,0
1114,1715,1822,0
1249,1702,1849,0
1434,1972,1163,0
1694,1551,1774,0
1947,1479,1096,0
1052,1839,1670,0
1882,1098,1624,0
185,166,147,1
158,192,117,1
188,123,167,1
133,133,200,1
181,175,117,1
143,127,198,1
116,145,197,1
