z1,z2,z3,nondominated
1657,1415,1133,0
1358,1011,1044,1
1023,1417,1451,1
1475,1249,1313,0
1764,1625,1976,0
1002,1540,1663,1
1958,1278,1379,0
1618,1272,1119,0
1363,1582,1762,0
1373,1727,1690,0
1613,1015,1046,0
1196,1315,1019,1
1826,1528,1607,0
1983,1630,1632,0
1064,1879,1610,0
1468,1814,1313,0
1787,1992,1573,0
1218,1552,1540,0
1067,1015,1369,1
1289,1835,1530,0
1778,1171,1504,0
1948,1930,1080,0
1522,1059,1433,0
1527,1917,1013,0
1678,1670,1415,0
1459,1158,1757,0
1534,1075,1975,0
1720,1122,1804,0
1877,1919,1473,0
1656,1670,1242,0
1325,1680,1120,0
1777,1915,1709,0
1641,1518,1938,0
1221,1885,1521,0
1845,1650,1652,0
1932,1156,1615,0
1354,1592,1198,0
1168,1230,1963,0
1948,1597,1763,0
1420,1673,1976,0
1484,1452,1196,0
1445,1423,1727,0
1223,1612,1798,0
1210,1758,1230,0
1411,1496,1871,0
1047,1873,1671,0
1703,1126,1288,0
1311,1196,1483,0
1672,1812,1574,0
1994,1063,1012,1
1969,1861,1887,0
1001,1691,1453,1
1134,1137,1980,0
1525,1388,1621,0
1262,1532,1639,0
1806,1856,1649,0
1830,1525,1505,0
1098,1987,1145,0
1370,1110,1442,0
1178,1198,1515,0
1570,1339,1615,0
1658,1989,1385,0
1960,1714,1612,0
1165,1775,1139,0
1227,1955,1309,0
1784,1581,1399,0
1875,1697,1862,0
1467,1094,1783,0
1403,1526,1729,0
1321,1312,1129,0
1045,1371,1022,1
1346,1780,1232,0
1998,1361,1838,0
1645,1014,1694,0
1527,1441,1958,0
1876,1428,1637,0
1050,1809,1343,0
1529,1518,1172,0
1470,1448,1521,0
1344,1492,1813,0
1050,1934,1835,0
1511,1180,1032,1
1430,1489,1023,0
1466,1059,1704,0
1106,1408,1286,0
1150,1270,1834,0
1650,1758,1272,0
1766,1910,1936,0
1351,1285,1766,0
1851,1366,1942,0
1930,1195,1686,0
1611,1505,1194,0
1903,1537,1811,0
1904,1316,1519,0
1540,1715,1333,0
1388,1326,1193,0
1794,1590,1273,0
1247,1388,1826,0
1656,1244,1989,0
1541,1538,1876,0
1719,1025,1358,0
1576,1060,1269,0
1539,1899,1253,0
1284,1446,1807,0
1925,1329,1860,0
1536,1877,1379,0
1939,1743,1937,0
1485,1211,1363,0
1675,1390,1785,0
1246,1553,1663,0
1120,1538,1906,0
1616,1140,1862,0
1415,1604,1179,0
1581,1240,1685,0
1043,1796,1498,0
1339,1552,1793,0
1839,1730,1095,0
1814,1736,1548,0
1934,1483,1941,0
1360,1900,1591,0
1905,1169,1621,0
1830,1027,1284,0
1711,1410,1970,0
1134,1305,1287,0
1664,1694,1197,0
1202,1799,1219,0
1114,1690,1605,0
1653,1692,1450,0
1712,1222,1399,0
1314,1070,1669,0
1673,1152,1625,0
1253,1890,1965,0
1198,1619,1600,0
1843,1105,1601,0
1801,1407,1565,0
1283,1747,1136,0
1971,1794,1261,0
1427,1084,1900,0
1957,1881,1782,0
1770,1314,1851,0
1759,1683,1957,0
1510,1008,1155,0
1935,1551,1147,0
1259,1295,1254,0
1711,1398,1027,0
1164,1852,1334,0
1984,1885,1042,0
1898,1761,1674,0
1108,1076,1685,0
1558,1473,1569,0
1611,1667,1362,0
1732,1586,1284,0
1768,1141,1791,0
1453,1148,1293,0
1983,1833,1468,0
1662,1173,1552,0
1064,1045,1378,1
1502,1495,1991,0
1348,1599,1681,0
1364,1262,1296,0
1117,1486,1850,0
1190,1908,1913,0
1219,1400,1815,0
1148,1520,1095,0
1188,1419,1742,0
1879,1227,1608,0
1324,1947,1014,1
1330,1012,1923,0
1859,1631,1171,0
1772,1129,1311,0
1119,1641,1393,0
1471,1229,1057,0
1147,1565,1205,0
1210,1004,1123,1
1122,1245,1864,0
1931,1488,1635,0
1922,1297,1359,0
1334,1502,1576,0
1467,1051,1228,0
1043,1272,1196,1
1330,1072,1819,0
1301,1859,1482,0
1441,1781,1904,0
1119,1355,1402,0
1527,1917,1013,0
1339,1302,1869,0
1172,1625,1577,0
1751,1803,1366,0
1048,1996,1508,0
1734,1519,1590,0
1897,1547,1024,0
1468,1872,1686,0
1167,1734,1405,0
1531,1946,1611,0
1572,1724,1577,0
1722,1498,1014,1
3870,3992,3354,0
3676,3158,3803,0
3450,3773,3223,0
3683,3361,3032,0
3988,3783,3923,0
3826,3528,3391,0
3821,3031,3509,0
3615,3232,3971,0
3771,3783,3126,0
3631,3232,3684,0
3213,3059,3305,0
3724,3528,3790,0
3001,3839,3831,0
3757,3327,3552,0
