z1,z2,z3,nondominated
-292,-467,-229,1
-172,-325,-535,1
-983,-226,-268,1
-772,-64,-450,0
-944,-294,-188,1
-137,-377,-966,1
-333,-299,-321,1
-295,-951,-190,1
-579,-831,-25,1
-199,-914,-270,1
-198,-798,-247,0
-439,-80,-624,1
-395,-739,-91,0
-61,-801,-461,1
-383,-104,-655,1
-121,-376,-592,0
-258,-995,-241,1
-770,-28,-552,1
-313,-523,-186,1
-489,-54,-656,1
-365,-119,-628,1
-447,-65,-766,1
-302,-151,-783,1
-467,-241,-280,1
-309,-368,-281,1
-136,-786,-322,1
-202,-339,-448,1
-139,-766,-317,1
-224,-300,-464,1
-668,-625,-16,1
-435,-944,-99,1
-331,-130,-780,1
-631,-315,-152,1
-785,-321,-137,1
-45,-893,-542,1
-192,-251,-747,1
-372,-354,-239,1
-423,-244,-305,1
-328,-722,-132,1
-12,-762,-623,1
-401,-731,-88,0
-381,-337,-246,1
-23,-605,-859,1
-306,-150,-817,1
-254,-766,-189,0
-919,-69,-487,1
-434,-152,-429,1
-234,-639,-218,0
-364,-108,-763,1
-427,-457,-141,1
-909,-147,-336,1
-532,-91,-470,1
-797,-236,-207,1
-634,-18,-641,1
-230,-212,-775,1
-322,-777,-136,1
-290,-355,-311,1
-564,-69,-501,1
-492,-459,-110,1
-187,-702,-258,0
-821,-580,-24,1
-503,-716,-44,1
-59,-594,-507,1
-791,-93,-393,1
-799,-72,-436,0
-277,-866,-181,0
-76,-768,-424,1
-627,-59,-490,1
-761,-44,-499,1
-297,-183,-936,1
-934,-130,-373,1
-840,-644,-14,1
-511,-752,-40,1
-902,-72,-471,1
-69,-448,-673,0
-378,-598,-118,1
-236,-361,-369,1
-686,-28,-560,1
-120,-554,-396,1
-153,-812,-302,1
-669,-732,-6,1
-148,-305,-740,1
-741,-76,-424,1
-143,-312,-745,1
-236,-890,-224,0
-458,-326,-207,1
-963,-145,-363,1
-586,-552,-47,1
-675,-230,-217,1
-334,-174,-514,1
-275,-645,-181,0
-334,-395,-239,1
-737,-67,-444,0
-260,-262,-461,1
-113,-378,-622,1
-543,-390,-127,1
-221,-222,-705,1
-27,-564,-691,1
-645,-205,-248,0
-823,-15,-626,1
-686,-73,-435,1
-571,-31,-642,1
-456,-488,-113,1
-389,-883,-107,1
-327,-292,-336,1
-86,-595,-441,1
-486,-757,-49,1
-14,-770,-615,1
-642,-47,-516,1
-555,-357,-143,1
-80,-814,-421,1
-725,-2,-761,1
-877,-221,-236,0
-340,-127,-811,1
-76,-462,-906,1
-531,-34,-723,1
-579,-130,-367,0
-759,-131,-328,0
-86,-458,-564,1
-169,-809,-281,1
-533,-195,-296,1
