z1,z2,z3,nondominated
-126,-361,-607,1
-778,-438,-70,1
-213,-244,-880,1
-698,-570,-25,1
-677,-407,-88,1
-607,-22,-855,1
-74,-482,-928,1
-590,-69,-484,1
-178,-641,-279,1
-444,-67,-717,1
-361,-240,-363,1
-43,-503,-732,1
-826,-491,-51,1
-755,-233,-208,1
-276,-351,-330,1
-319,-180,-975,1
-671,-104,-379,1
-526,-133,-390,1
-192,-886,-270,1
-288,-540,-199,1
-150,-412,-455,1
-713,-748,-2,1
-342,-835,-127,1
-56,-473,-797,0
-300,-179,-931,0
-232,-786,-210,1
-165,-769,-283,1
-343,-664,-127,1
-169,-280,-802,1
-933,-363,-135,1
-654,-606,-21,1
-823,-73,-438,1
-766,-491,-48,0
-241,-441,-296,1
-658,-304,-155,1
-313,-175,-946,0
