z1,z2,z3,nondominated
1708,1220,1718,0
1075,1978,1313,0
1244,1952,1147,0
1230,1946,1209,0
1808,1115,1881,0
1213,1723,1095,1
1726,1053,1999,1
1287,1922,1311,0
1768,1050,1827,1
1282,1753,1051,1
1029,1907,1171,1
1724,1215,1889,0
1722,1054,1917,1
1699,1190,1678,1
1162,1855,1036,1
1215,1849,1330,0
1864,1066,1845,0
1187,1774,1067,1
1695,1144,1708,1
1769,1263,1962,0
1912,1226,1771,0
1301,1801,1271,0
1026,1825,1322,1
1216,1715,1201,1
1017,1988,1082,1
1246,1841,1147,0
1202,1788,1001,1
1234,1981,1321,0
1963,1329,1720,0
1863,1052,1839,0
1667,1265,1994,1
1929,1273,1935,0
1936,1224,1906,0
1703,1079,1728,1
1670,1162,1749,1
1882,1330,1896,0
1743,1143,1832,0
1290,1834,1299,0
1900,1289,1939,0
1944,1106,1933,0
1748,1314,1785,0
1074,1869,1249,0
1759,1122,1877,0
1960,1130,1689,1
1735,1087,1871,0
1222,1976,1138,0
1773,1019,1820,1
1324,1838,1140,0
1791,1304,1805,0
1786,1047,1843,0
1225,1826,1068,0
1036,1817,1093,1
1276,1675,1200,1
1901,1042,1883,0
1730,1268,1854,0
1061,1775,1200,1
1020,1887,1194,1
1753,1241,1855,0
1313,1715,1126,1
1672,1227,1824,0
1220,1816,1296,0
1926,1053,1777,1
1252,1759,1088,1
1688,1247,1684,1
3895,3011,3953,0
3248,3752,3029,0
3242,3682,3281,0
3200,3778,3185,0
3693,3015,3852,0
3105,3872,3047,0
3944,3169,3851,0
3934,3231,3743,0
