z1,z2,z3,nondominated
-1875,-1193,-1816,0
-1668,-1268,-1753,0
-1726,-1322,-1792,0
-1671,-1307,-1915,1
-1731,-1278,-1758,0
-1671,-1183,-1965,0
-1929,-1184,-1830,0
-1710,-1119,-1719,0
-1703,-1228,-1920,0
-1862,-1170,-1704,0
-1727,-1228,-1981,0
-1908,-1081,-1726,0
-1992,-1213,-1884,1
-1262,-1973,-1275,0
-1784,-1072,-1737,0
-1062,-1845,-1026,0
-1159,-1764,-1264,0
-1078,-1690,-1289,0
-1161,-1865,-1159,0
-1139,-1853,-1044,0
-1076,-1845,-1273,0
-1884,-1188,-1756,0
-1959,-1218,-1742,0
-1247,-1936,-1082,0
-1130,-1701,-1158,0
-1703,-1132,-1840,0
-1101,-1863,-1110,0
-1161,-1869,-1198,0
-1911,-1183,-1901,0
-1024,-1857,-1277,0
-1820,-1193,-1953,0
-1328,-1754,-1089,0
-1676,-1029,-1838,0
-1714,-1125,-1698,0
-1073,-1763,-1327,1
-1021,-1838,-1030,0
-1087,-1725,-1033,0
-1936,-1166,-1696,0
-1858,-1243,-1979,0
-1866,-1120,-1885,0
-1235,-1986,-1195,1
-1994,-1132,-1782,0
-1280,-1950,-1308,0
-1821,-1126,-1747,0
-1983,-1028,-1832,0
-1030,-1799,-1140,0
-1024,-1694,-1007,0
-1212,-1724,-1332,1
-1826,-1136,-1785,0
-1860,-1017,-1866,0
-1988,-1177,-1760,0
-1970,-1225,-1920,0
-1254,-1974,-1153,0
-1888,-1070,-1962,1
-1138,-1698,-1183,0
-1868,-1320,-1714,0
-1922,-1176,-1812,0
-1303,-1976,-1308,1
-1078,-1723,-1190,0
-1125,-1954,-1115,0
-1732,-1040,-1889,0
-1135,-1784,-1138,0
-1131,-1672,-1068,0
-1035,-1712,-1107,0
-1276,-1694,-1102,0
-1720,-1094,-1937,0
-1193,-1906,-1303,0
-1756,-1221,-1868,0
-1257,-1984,-1122,1
-1163,-1869,-1038,0
-1019,-1735,-1117,0
-1838,-1163,-1816,0
-1937,-1006,-1685,0
-1959,-1248,-1833,0
-1984,-1286,-1946,1
-1158,-1904,-1308,0
-1230,-1763,-1074,0
-1145,-1895,-1080,0
-1683,-1098,-1760,0
-1959,-1248,-1833,0
-1190,-1803,-1102,0
-1200,-1815,-1258,0
-1264,-1736,-1023,0
-1248,-1923,-1108,0
-1009,-1904,-1257,0
-1707,-1332,-1794,0
-1961,-1316,-1683,0
-1753,-1248,-1884,0
-1666,-1007,-1976,0
-1334,-1668,-1050,0
-1814,-1072,-1962,0
-1286,-1819,-1213,0
-1719,-1059,-1908,0
-1937,-1055,-1903,0
-1843,-1017,-1990,0
-1800,-1334,-1856,1
-1713,-1123,-1792,0
-1874,-1289,-1997,1
-1775,-1066,-1876,0
-1241,-1807,-1291,0
-1178,-1998,-1185,1
-1308,-1727,-1149,0
-1690,-1030,-1812,0
-1293,-1841,-1057,0
-1021,-1838,-1030,0
-1930,-1184,-1707,0
-1334,-1818,-1219,1
-1145,-1982,-1283,1
-1936,-1284,-1753,0
-1923,-1234,-1728,0
-1998,-1149,-1920,1
-1840,-1014,-1896,0
-1112,-1775,-1312,1
-1011,-1810,-1263,0
-1206,-1672,-1139,0
-1961,-1324,-1804,1
-1049,-1772,-1176,0
-1171,-1916,-1207,0
-1150,-1932,-1209,0
-1109,-1806,-1090,0
-1896,-1130,-1777,0
