z1,z2,z3,nondominated
748,153,779,0
290,749,202,0
673,155,703,0
736,111,970,0
933,209,943,0
784,329,836,0
893,98,740,0
245,955,85,0
906,16,983,0
977,113,733,0
112,670,66,0
857,117,760,0
736,82,736,0
784,203,921,0
330,700,75,0
895,318,839,0
741,209,957,0
709,175,936,0
830,103,730,0
155,885,241,0
817,283,862,0
212,836,187,0
178,823,148,0
763,126,718,0
683,83,878,0
35,720,154,0
155,821,223,0
132,738,64,0
813,315,855,0
773,85,881,0
83,857,314,0
699,193,772,0
324,998,304,0
794,140,908,0
880,24,787,0
996,66,837,0
856,143,846,0
142,980,298,0
230,668,263,0
966,160,813,0
86,818,267,0
730,313,936,0
909,194,737,0
87,761,279,0
942,77,925,0
695,13,915,0
981,11,668,0
901,86,896,0
157,767,13,0
784,131,799,0
934,286,780,0
128,756,2,1
253,913,178,0
860,313,915,0
234,687,334,0
765,192,946,0
970,26,703,0
755,296,779,0
762,153,827,0
883,291,671,0
237,738,38,0
862,135,824,0
304,990,55,0
130,768,239,0
19,75,3,1
33,68,8,1
90,9,91,1
96,15,82,1
73,28,95,1
83,10,93,1
8,76,22,1
83,32,88,1
